iter	Passed	Remaining
332	7149	14320
333	7169	14295
334	7194	14281
335	7215	14258
336	7238	14240
337	7259	14218
338	7281	14197
339	7301	14173
340	7320	14148
341	7339	14121
342	7359	14096
343	7379	14072
344	7397	14045
345	7417	14020
346	7438	13997
347	7461	13980
348	7483	13959
349	7505	13938
350	7527	13917
351	7547	13895
352	7566	13869
353	7587	13846
354	7608	13823
355	7629	13800
356	7649	13776
357	7671	13756
358	7691	13733
359	7711	13709
360	7733	13689
361	7753	13665
362	7776	13647
363	7797	13623
364	7818	13601
365	7839	13579
366	7860	13557
367	7883	13539
368	7907	13521
369	7930	13502
370	7954	13485
371	7977	13467
372	7999	13447
373	8021	13426
374	8043	13405
375	8065	13384
376	8085	13361
377	8107	13340
378	8125	13313
379	8143	13287
380	8164	13264
381	8185	13242
382	8205	13218
383	8223	13191
384	8243	13168
385	8266	13148
386	8288	13129
387	8312	13111
388	8333	13089
389	8355	13068
390	8375	13045
391	8397	13024
392	8417	13001
393	8439	12980
394	8461	12959
395	8484	12940
396	8505	12919
397	8529	12901
398	8553	12883
399	8575	12863
400	8597	12842
401	8620	12824
402	8642	12802
403	8662	12780
404	8687	12762
405	8711	12745
406	8738	12731
407	8762	12713
408	8785	12695
409	8810	12677
410	8833	12658
411	8857	12640
412	8881	12622
413	8902	12600
414	8925	12581
415	8948	12561
416	8968	12538
417	8991	12518
418	9010	12494
419	9032	12473
420	9054	12453
421	9075	12430
422	9098	12411
423	9119	12389
424	9139	12365
425	9162	12346
426	9186	12327
427	9212	12311
428	9235	12292
429	9261	12276
430	9282	12255
431	9307	12237
432	9331	12219
433	9354	12200
434	9376	12179
435	9398	12157
436	9419	12135
437	9444	12117
438	9464	12094
439	9485	12072
440	9506	12050
441	9526	12026
442	9545	12002
443	9566	11979
444	9586	11956
445	9606	11932
446	9626	11909
447	9652	11892
448	9675	11873
449	9699	11855
450	9722	11835
451	9747	11817
452	9771	11799
453	9795	11780
454	9821	11763
455	9846	11746
456	9870	11727
457	9894	11708
458	9915	11687
459	9935	11663
460	9954	11639
461	9973	11614
462	9993	11590
463	10013	11567
464	10033	11544
465	10054	11521
466	10082	11507
467	10103	11484
468	10124	11462
469	10145	11440
470	10166	11418
471	10188	11397
472	10209	11374
473	10233	11355
474	10254	11333
475	10275	11311
476	10296	11289
477	10316	11265
478	10337	11243
479	10358	11221
480	10381	11201
481	10402	11179
482	10424	11158
483	10445	11136
484	10467	11114
485	10490	11094
486	10512	11073
487	10539	11058
488	10569	11044
489	10593	11026
490	10617	11006
491	10638	10984
492	10659	10962
493	10681	10941
494	10705	10921
495	10727	10900
496	10751	10881
497	10773	10860
498	10794	10837
499	10815	10815
500	10842	10799
501	10863	10776
502	10886	10756
503	10907	10734
504	10927	10711
505	10949	10690
506	10970	10668
507	10992	10646
508	11014	10624
509	11038	10605
510	11064	10588
511	11090	10570
512	11114	10551
513	11139	10532
514	11162	10511
515	11182	10488
516	11205	10468
517	11229	10448
518	11253	10429
519	11278	10410
520	11299	10388
521	11321	10366
522	11342	10345
523	11365	10324
524	11388	10304
525	11411	10283
526	11434	10262
527	11455	10240
528	11477	10219
529	11498	10196
530	11519	10174
531	11539	10151
532	11562	10130
533	11585	10110
534	11607	10089
535	11629	10066
536	11651	10045
537	11672	10023
538	11693	10001
539	11713	9978
540	11738	9959
541	11760	9937
542	11783	9917
543	11804	9894
544	11825	9872
545	11848	9852
546	11869	9829
547	11889	9807
548	11911	9785
549	11933	9764
550	11955	9742
551	11979	9722
552	12000	9700
553	12021	9678
554	12043	9656
555	12069	9638
556	12098	9622
557	12127	9606
558	12154	9588
559	12178	9568
560	12203	9549
561	12231	9532
562	12261	9517
563	12297	9506
564	12323	9488
565	12354	9472
566	12379	9453
567	12402	9433
568	12430	9415
569	12454	9395
570	12479	9375
571	12504	9356
572	12527	9335
573	12549	9314
574	12573	9293
575	12597	9273
576	12620	9252
577	12644	9232
578	12667	9210
579	12687	9187
580	12709	9165
581	12732	9144
582	12753	9121
583	12776	9100
584	12799	9079
585	12821	9057
586	12843	9036
587	12867	9015
588	12889	8994
589	12910	8971
590	12932	8949
591	12953	8927
592	12972	8903
593	12992	8880
594	13013	8858
595	13038	8837
596	13058	8814
597	13081	8794
598	13101	8770
599	13122	8748
600	13145	8726
601	13166	8704
602	13189	8683
603	13211	8661
604	13241	8645
605	13265	8624
606	13288	8603
607	13313	8583
608	13335	8561
609	13355	8539
610	13381	8519
611	13405	8499
612	13427	8477
613	13448	8454
614	13469	8431
615	13489	8408
616	13508	8385
617	13526	8361
618	13545	8337
619	13564	8313
620	13593	8296
621	13610	8271
622	13631	8248
623	13650	8225
624	13675	8205
625	13695	8182
626	13717	8160
627	13739	8138
628	13761	8117
629	13783	8095
630	13806	8073
631	13827	8051
632	13847	8028
633	13868	8006
634	13890	7984
635	13910	7961
636	13928	7937
637	13947	7913
638	13967	7890
639	13987	7867
640	14007	7844
641	14028	7822
642	14048	7799
643	14066	7775
644	14085	7752
645	14106	7730
646	14138	7713
647	14162	7693
648	14181	7669
649	14202	7647
650	14223	7624
651	14243	7602
652	14267	7581
653	14290	7560
654	14313	7539
655	14334	7517
656	14360	7497
657	14380	7474
658	14402	7452
659	14425	7431
660	14448	7410
661	14469	7387
662	14490	7365
663	14513	7344
664	14534	7321
665	14555	7299
666	14576	7277
667	14598	7255
668	14618	7232
669	14641	7211
670	14661	7188
671	14681	7166
672	14706	7145
673	14734	7126
674	14756	7104
675	14775	7081
676	14798	7060
677	14818	7037
678	14841	7016
679	14862	6994
680	14888	6974
681	14912	6953
682	14933	6930
683	14955	6909
684	14977	6887
685	14998	6865
686	15019	6842
687	15041	6821
688	15061	6798
689	15080	6775
690	15100	6752
691	15120	6730
692	15140	6707
693	15160	6684
694	15179	6661
695	15198	6638
696	15217	6615
697	15237	6592
698	15259	6570
699	15281	6549
700	15303	6527
701	15327	6506
702	15353	6486
703	15378	6465
704	15401	6444
705	15426	6423
706	15450	6403
707	15481	6385
708	15519	6369
709	15568	6359
710	15599	6340
711	15624	6319
712	15646	6298
713	15674	6278
714	15699	6257
715	15724	6237
716	15749	6216
717	15777	6196
718	15802	6175
719	15825	6154
720	15852	6134
721	15899	6122
722	15950	6110
723	15977	6090
724	16003	6070
725	16028	6049
726	16049	6026
727	16072	6005
728	16091	5981
729	16111	5959
730	16133	5936
731	16154	5914
732	16174	5891
733	16194	5868
734	16214	5845
735	16233	5822
736	16256	5801
737	16275	5777
738	16294	5754
739	16316	5732
740	16336	5710
741	16356	5687
742	16379	5665
743	16417	5648
744	16437	5626
745	16458	5603
746	16479	5581
747	16501	5559
748	16520	5536
749	16539	5513
750	16558	5490
751	16579	5467
752	16601	5445
753	16624	5423
754	16644	5401
755	16667	5379
756	16688	5357
757	16709	5334
758	16731	5312
759	16752	5290
760	16775	5268
761	16797	5246
762	16821	5224
763	16849	5204
764	16874	5183
765	16903	5163
766	16926	5142
767	16948	5119
768	16975	5099
769	16998	5077
770	17021	5055
771	17041	5032
772	17062	5010
773	17081	4987
774	17099	4964
775	17120	4941
776	17139	4919
777	17159	4896
778	17180	4874
779	17202	4851
780	17222	4829
781	17240	4806
782	17260	4783
783	17283	4761
784	17304	4739
785	17323	4716
786	17344	4694
787	17365	4671
788	17387	4649
789	17409	4627
790	17428	4605
791	17449	4582
792	17468	4559
793	17491	4538
794	17518	4517
795	17545	4496
796	17566	4474
797	17583	4450
798	17603	4428
799	17626	4406
800	17648	4384
801	17670	4362
802	17692	4340
803	17711	4317
804	17731	4295
805	17751	4272
806	17773	4250
807	17796	4228
808	17816	4206
809	17837	4184
810	17859	4161
811	17902	4144
812	17930	4124
813	17952	4102
814	17974	4080
815	17996	4057
816	18017	4035
817	18037	4013
818	18057	3990
819	18078	3968
820	18100	3946
821	18120	3923
822	18146	3902
823	18164	3879
824	18183	3857
825	18204	3834
826	18222	3812
827	18241	3789
828	18263	3767
829	18289	3746
830	18307	3723
831	18325	3700
832	18344	3677
833	18366	3655
834	18391	3634
835	18412	3612
836	18437	3590
837	18460	3568
838	18492	3548
839	18513	3526
840	18533	3503
841	18554	3481
842	18575	3459
843	18594	3436
844	18614	3414
845	18635	3392
846	18656	3370
847	18676	3347
848	18700	3325
849	18721	3303
850	18740	3281
851	18761	3259
852	18780	3236
853	18800	3214
854	18821	3191
855	18840	3169
856	18858	3146
857	18877	3124
858	18895	3101
859	18915	3079
860	18935	3056
861	18956	3034
862	18976	3012
863	18996	2990
864	19015	2967
865	19035	2945
866	19056	2923
867	19075	2900
868	19097	2878
869	19115	2856
870	19137	2834
871	19158	2812
872	19178	2789
873	19200	2768
874	19221	2745
875	19242	2723
876	19265	2701
877	19286	2679
878	19305	2657
879	19324	2635
880	19343	2612
881	19363	2590
882	19391	2569
883	19413	2547
884	19434	2525
885	19457	2503
886	19478	2481
887	19502	2459
888	19524	2437
889	19547	2415
890	19569	2393
891	19592	2372
892	19612	2350
893	19634	2327
894	19661	2306
895	19687	2285
896	19723	2264
897	19750	2243
898	19768	2220
899	19786	2198
900	19806	2176
901	19826	2154
902	19846	2131
903	19866	2109
904	19884	2087
905	19909	2065
906	19930	2043
907	19949	2021
908	19972	1999
909	19994	1977
910	20017	1955
911	20040	1933
912	20060	1911
913	20083	1889
914	20107	1867
915	20127	1845
916	20148	1823
917	20168	1801
918	20189	1779
919	20213	1757
920	20234	1735
921	20254	1713
922	20273	1691
923	20294	1669
924	20317	1647
925	20338	1625
926	20357	1603
927	20378	1581
928	20396	1558
929	20415	1536
930	20435	1514
931	20455	1492
932	20474	1470
933	20496	1448
934	20517	1426
935	20539	1404
936	20560	1382
937	20579	1360
938	20600	1338
939	20620	1316
940	20640	1294
941	20660	1272
942	20681	1250
943	20701	1228
944	20723	1206
945	20745	1184
946	20770	1162
947	20797	1140
948	20820	1118
949	20841	1096
950	20862	1074
951	20882	1052
952	20905	1030
953	20925	1008
954	20944	986
955	20967	965
956	20986	942
957	21005	920
958	21025	898
959	21044	876
960	21064	854
961	21083	832
962	21103	810
963	21124	788
964	21149	767
965	21169	745
966	21191	723
967	21215	701
968	21242	679
969	21263	657
970	21284	635
971	21310	613
972	21330	591
973	21349	569
974	21368	547
975	21389	525
976	21409	504
977	21430	482
978	21451	460
979	21475	438
980	21497	416
981	21518	394
982	21538	372
983	21562	350
984	21584	328
985	21606	306
986	21626	284
987	21647	262
988	21670	241
989	21690	219
990	21708	197
991	21728	175
992	21747	153
993	21773	131
994	21801	109
995	21824	87
996	21844	65
997	21865	43
998	21885	21
999	21904	0
