iter	Passed	Remaining
336	2247	17759
337	2253	17746
338	2259	17737
339	2265	17727
340	2270	17706
341	2275	17686
342	2281	17669
343	2286	17654
344	2292	17640
345	2297	17626
346	2302	17607
347	2309	17598
348	2314	17583
349	2320	17567
350	2325	17546
351	2330	17531
352	2335	17512
353	2340	17493
354	2346	17479
355	2351	17462
356	2356	17447
357	2362	17436
358	2368	17425
359	2374	17411
360	2379	17397
361	2385	17385
362	2390	17369
363	2396	17357
364	2402	17347
365	2407	17326
366	2413	17316
367	2419	17302
368	2424	17285
369	2430	17273
370	2447	17340
371	2452	17324
372	2458	17312
373	2463	17297
374	2469	17289
375	2476	17280
376	2483	17280
377	2489	17268
378	2495	17257
379	2501	17246
380	2508	17245
381	2514	17234
382	2522	17239
383	2528	17225
384	2535	17220
385	2541	17209
386	2547	17197
387	2553	17189
388	2559	17181
389	2566	17176
390	2573	17169
391	2579	17159
392	2585	17153
393	2599	17192
394	2605	17184
395	2612	17176
396	2618	17167
397	2625	17162
398	2632	17161
399	2638	17152
400	2645	17143
401	2651	17138
402	2658	17129
403	2664	17123
404	2672	17121
405	2678	17112
406	2684	17101
407	2691	17096
408	2696	17084
409	2703	17079
410	2710	17075
411	2716	17065
412	2722	17054
413	2728	17045
414	2734	17034
415	2740	17024
416	2746	17013
417	2753	17005
418	2760	17001
419	2765	16990
420	2771	16980
421	2778	16974
422	2785	16967
423	2790	16954
424	2797	16951
425	2803	16940
426	2811	16942
427	2822	16960
428	2830	16960
429	2839	16970
430	2846	16965
431	2855	16972
432	2864	16982
433	2871	16977
434	2878	16976
435	2885	16971
436	2896	16989
437	2905	16997
438	2913	16997
439	2922	17001
440	2929	16998
441	2937	16999
442	2946	17008
443	2954	17009
444	2963	17012
445	2969	17003
446	2977	17004
447	2984	17002
448	2990	16992
449	2996	16982
450	3003	16976
451	3010	16970
452	3017	16963
453	3023	16956
454	3030	16948
455	3037	16943
456	3044	16940
457	3051	16936
458	3060	16940
459	3067	16938
460	3073	16929
461	3081	16930
462	3088	16925
463	3095	16919
464	3103	16921
465	3111	16919
466	3134	17002
467	3142	16999
468	3150	16999
469	3156	16993
470	3164	16993
471	3170	16981
472	3176	16972
473	3183	16965
474	3190	16958
475	3197	16952
476	3203	16943
477	3210	16937
478	3216	16927
479	3222	16920
480	3229	16913
481	3235	16903
482	3242	16897
483	3247	16884
484	3254	16875
485	3261	16870
486	3266	16856
487	3272	16846
488	3279	16840
489	3285	16830
490	3291	16817
491	3297	16806
492	3303	16798
493	3308	16784
494	3314	16772
495	3321	16766
496	3327	16756
497	3333	16746
498	3339	16737
499	3344	16724
500	3351	16719
501	3358	16713
502	3364	16702
503	3371	16697
504	3377	16684
505	3382	16674
506	3388	16664
507	3394	16650
508	3400	16641
509	3406	16633
510	3412	16619
511	3417	16608
512	3423	16599
513	3429	16585
514	3434	16571
515	3440	16560
516	3445	16547
517	3450	16531
518	3455	16518
519	3461	16509
520	3467	16498
521	3474	16495
522	3481	16488
523	3486	16476
524	3492	16465
525	3500	16465
526	3507	16459
527	3514	16454
528	3521	16449
529	3527	16438
530	3532	16425
531	3538	16414
532	3544	16406
533	3550	16397
534	3555	16384
535	3562	16376
536	3568	16367
537	3576	16364
538	3583	16359
539	3589	16351
540	3595	16342
541	3601	16331
542	3607	16323
543	3613	16315
544	3619	16303
545	3626	16297
546	3632	16290
547	3639	16285
548	3646	16280
549	3651	16267
550	3658	16259
551	3664	16251
552	3670	16239
553	3676	16232
554	3682	16223
555	3688	16215
556	3694	16204
557	3700	16195
558	3706	16186
559	3714	16185
560	3722	16184
561	3729	16176
562	3735	16170
563	3741	16161
564	3747	16152
565	3754	16146
566	3760	16138
567	3767	16129
568	3772	16115
569	3779	16111
570	3785	16104
571	3790	16091
572	3796	16080
573	3803	16076
574	3810	16071
575	3816	16060
576	3822	16052
577	3828	16040
578	3834	16032
579	3839	16021
580	3846	16013
581	3851	16002
582	3857	15994
583	3863	15983
584	3868	15970
585	3875	15966
586	3882	15960
587	3888	15949
588	3893	15938
589	3900	15931
590	3907	15927
591	3914	15921
592	3920	15914
593	3929	15914
594	3935	15905
595	3943	15907
596	3951	15906
597	3959	15902
598	3966	15898
599	3974	15899
600	3982	15897
601	3991	15899
602	3998	15895
603	4007	15898
604	4016	15898
605	4024	15897
606	4031	15892
607	4039	15891
608	4047	15890
609	4056	15892
610	4063	15886
611	4071	15885
612	4079	15883
613	4085	15877
614	4093	15875
615	4104	15885
616	4118	15905
617	4131	15922
618	4143	15936
619	4150	15933
620	4158	15931
621	4169	15940
622	4175	15932
623	4183	15931
624	4191	15928
625	4202	15935
626	4210	15935
627	4216	15926
628	4226	15932
629	4232	15923
630	4239	15915
631	4246	15910
632	4253	15903
633	4259	15895
634	4266	15889
635	4273	15882
636	4280	15879
637	4289	15879
638	4295	15872
639	4304	15871
640	4311	15867
641	4317	15859
642	4325	15854
643	4332	15850
644	4337	15838
645	4344	15832
646	4351	15824
647	4358	15819
648	4364	15811
649	4372	15806
650	4378	15797
651	4384	15790
652	4391	15782
653	4397	15772
654	4403	15766
655	4410	15757
656	4417	15752
657	4423	15744
658	4429	15734
659	4436	15729
660	4442	15720
661	4449	15715
662	4456	15707
663	4462	15697
664	4468	15691
665	4475	15684
666	4482	15677
667	4489	15672
668	4496	15668
669	4503	15662
670	4511	15657
671	4516	15648
672	4524	15645
673	4531	15639
674	4538	15634
675	4546	15628
676	4552	15622
677	4559	15615
678	4566	15609
679	4572	15599
680	4578	15592
681	4584	15583
682	4590	15571
683	4596	15563
684	4618	15608
685	4625	15602
686	4633	15601
687	4640	15594
688	4647	15588
689	4653	15578
690	4660	15572
691	4668	15569
692	4675	15565
693	4682	15557
694	4689	15551
695	4696	15546
696	4701	15534
697	4708	15527
698	4715	15523
699	4722	15518
700	4729	15511
701	4735	15502
702	4741	15492
703	4749	15488
704	4756	15483
705	4763	15476
706	4769	15468
707	4774	15457
708	4782	15453
709	4789	15446
710	4796	15440
711	4802	15434
712	4809	15426
713	4813	15411
714	4821	15407
715	4827	15400
716	4835	15395
717	4841	15388
718	4848	15382
719	4855	15374
720	4861	15366
721	4867	15358
722	4872	15346
723	4877	15334
724	4883	15324
725	4888	15312
726	4894	15302
727	4899	15292
728	4905	15281
729	4910	15269
730	4916	15259
731	4921	15247
732	4926	15235
733	4931	15225
734	4937	15214
735	4942	15203
736	4948	15194
737	4953	15181
738	4958	15170
739	4964	15161
740	4969	15149
741	4974	15137
742	4979	15126
743	4985	15116
744	4990	15104
745	4995	15093
746	5000	15081
747	5006	15072
748	5011	15062
749	5017	15051
750	5022	15040
751	5027	15030
752	5032	15018
753	5039	15010
754	5044	15001
755	5050	14989
756	5055	14980
757	5062	14975
758	5069	14968
759	5076	14961
760	5082	14952
761	5087	14943
762	5093	14934
763	5099	14924
764	5105	14914
765	5111	14906
766	5117	14897
767	5122	14886
768	5127	14875
769	5133	14866
770	5137	14853
771	5143	14843
772	5148	14833
773	5153	14822
774	5159	14812
775	5164	14801
776	5169	14790
777	5175	14780
778	5180	14771
779	5186	14760
780	5192	14752
781	5198	14743
782	5203	14732
783	5208	14722
784	5214	14713
785	5220	14704
786	5226	14695
787	5231	14686
788	5237	14678
789	5244	14670
790	5249	14660
791	5257	14656
792	5263	14648
793	5268	14638
794	5274	14629
795	5280	14621
796	5286	14612
797	5291	14602
798	5298	14594
799	5303	14585
800	5309	14576
801	5315	14567
802	5321	14560
803	5328	14554
804	5334	14545
805	5340	14536
806	5347	14530
807	5353	14524
808	5360	14517
809	5365	14507
810	5371	14498
811	5378	14492
812	5383	14483
813	5389	14474
814	5396	14466
815	5402	14459
816	5408	14450
817	5413	14441
818	5420	14433
819	5426	14425
820	5431	14414
821	5436	14404
822	5452	14424
823	5458	14414
824	5463	14403
825	5468	14392
826	5473	14382
827	5478	14371
828	5483	14360
829	5488	14349
830	5493	14339
831	5499	14329
832	5503	14317
833	5508	14306
834	5514	14298
835	5520	14289
836	5525	14279
837	5532	14272
838	5537	14262
839	5542	14252
840	5548	14243
841	5555	14237
842	5561	14230
843	5567	14222
844	5573	14214
845	5579	14207
846	5586	14199
847	5591	14189
848	5597	14182
849	5603	14174
850	5610	14168
851	5615	14158
852	5638	14191
853	5643	14181
854	5648	14171
855	5653	14161
856	5659	14151
857	5664	14141
858	5670	14132
859	5675	14123
860	5680	14112
861	5686	14103
862	5691	14094
863	5697	14084
864	5703	14077
865	5709	14068
866	5714	14058
867	5719	14048
868	5724	14039
869	5729	14027
870	5734	14017
871	5739	14007
872	5744	13996
873	5749	13986
874	5754	13975
875	5759	13965
876	5766	13958
877	5770	13947
878	5776	13938
879	5781	13928
880	5786	13917
881	5791	13907
882	5797	13898
883	5801	13887
884	5807	13879
885	5813	13870
886	5818	13860
887	5824	13853
888	5830	13844
889	5835	13835
890	5841	13826
891	5847	13818
892	5852	13807
893	5857	13798
894	5863	13789
895	5868	13779
896	5873	13770
897	5879	13761
898	5884	13751
899	5889	13742
900	5895	13734
901	5901	13725
902	5907	13718
903	5913	13712
904	5919	13703
905	5925	13695
906	5931	13686
907	5936	13678
908	5942	13668
909	5947	13660
910	5953	13652
911	5959	13643
912	5965	13635
913	5970	13626
914	5975	13617
915	5980	13606
916	5986	13598
917	5991	13588
918	5995	13577
919	6001	13568
920	6006	13558
921	6011	13548
922	6017	13541
923	6023	13533
924	6029	13525
925	6034	13516
926	6039	13506
927	6044	13496
928	6049	13486
929	6054	13477
930	6059	13467
931	6065	13457
932	6070	13447
933	6075	13438
934	6080	13428
935	6085	13419
936	6090	13410
937	6095	13400
938	6101	13391
939	6106	13383
940	6112	13374
941	6117	13364
942	6122	13355
943	6127	13344
944	6131	13334
945	6137	13326
946	6143	13318
947	6148	13308
948	6153	13299
949	6158	13290
950	6164	13281
951	6169	13272
952	6174	13263
953	6180	13255
954	6186	13247
955	6191	13238
956	6197	13229
957	6204	13226
958	6211	13220
959	6217	13212
960	6223	13203
961	6229	13198
962	6235	13190
963	6242	13183
964	6247	13175
965	6254	13168
966	6260	13161
967	6267	13155
968	6272	13147
969	6278	13140
970	6285	13134
971	6291	13127
972	6297	13120
973	6303	13112
974	6310	13105
975	6316	13098
976	6322	13091
977	6329	13085
978	6335	13078
979	6341	13071
980	6348	13066
981	6354	13059
982	6360	13051
983	6386	13083
984	6394	13080
985	6402	13077
986	6409	13072
987	6416	13066
988	6422	13058
989	6429	13054
990	6438	13052
991	6446	13048
992	6453	13043
993	6459	13035
994	6464	13027
995	6471	13021
996	6477	13013
997	6483	13006
998	6490	12999
999	6495	12991
1000	6502	12984
1001	6508	12978
1002	6514	12969
1003	6520	12962
1004	6525	12954
1005	6531	12946
1006	6536	12937
1007	6542	12928
1008	6548	12920
1009	6553	12913
1010	6559	12904
1011	6565	12897
1012	6572	12891
1013	6578	12884
1014	6584	12876
1015	6590	12869
1016	6597	12864
1017	6603	12857
1018	6609	12849
1019	6615	12842
1020	6621	12834
1021	6627	12826
1022	6633	12818
1023	6639	12811
1024	6644	12803
1025	6649	12793
1026	6654	12785
1027	6660	12776
1028	6665	12768
1029	6671	12760
1030	6677	12751
1031	6682	12742
1032	6687	12733
1033	6692	12724
1034	6697	12714
1035	6702	12705
1036	6708	12698
1037	6713	12688
1038	6718	12680
1039	6724	12673
1040	6729	12664
1041	6736	12657
1042	6741	12649
1043	6747	12642
1044	6753	12634
1045	6758	12625
1046	6764	12617
1047	6770	12610
1048	6776	12604
1049	6782	12596
1050	6787	12587
1051	6792	12578
1052	6798	12571
1053	6803	12561
1054	6809	12553
1055	6815	12547
1056	6821	12538
1057	6826	12529
1058	6832	12523
1059	6839	12517
1060	6845	12509
1061	6851	12502
1062	6857	12496
1063	6863	12488
1064	6869	12480
1065	6874	12472
1066	6880	12465
1067	6886	12457
1068	6892	12449
1069	6898	12442
1070	6904	12436
1071	6910	12428
1072	6916	12421
1073	6923	12415
1074	6930	12409
1075	6937	12404
1076	6943	12397
1077	6949	12391
1078	6955	12383
1079	6961	12376
1080	6968	12369
1081	6974	12362
1082	6980	12356
1083	6986	12348
1084	6992	12341
1085	6998	12334
1086	7004	12327
1087	7013	12324
1088	7019	12318
1089	7026	12312
1090	7032	12304
1091	7038	12297
1092	7044	12290
1093	7051	12284
1094	7057	12278
1095	7063	12271
1096	7069	12263
1097	7075	12257
1098	7082	12251
1099	7088	12244
1100	7093	12234
1101	7099	12227
1102	7105	12220
1103	7110	12211
1104	7115	12203
1105	7121	12195
1106	7127	12187
1107	7132	12179
1108	7139	12173
1109	7145	12166
1110	7151	12158
1111	7157	12151
1112	7163	12145
1113	7169	12138
1114	7176	12132
1115	7181	12124
1116	7188	12117
1117	7194	12110
1118	7199	12102
1119	7205	12095
1120	7211	12088
1121	7217	12080
1122	7223	12073
1123	7229	12066
1124	7235	12059
1125	7242	12052
1126	7247	12044
1127	7253	12037
1128	7259	12030
1129	7265	12023
1130	7270	12015
1131	7276	12007
1132	7282	12000
1133	7287	11991
1134	7293	11983
1135	7298	11975
1136	7303	11966
1137	7309	11959
1138	7314	11951
1139	7320	11943
1140	7326	11936
1141	7332	11929
1142	7337	11921
1143	7343	11914
1144	7349	11907
1145	7355	11900
1146	7361	11892
1147	7367	11885
1148	7373	11878
1149	7378	11870
1150	7383	11861
1151	7388	11852
1152	7393	11843
1153	7399	11836
1154	7404	11828
1155	7409	11819
1156	7415	11811
1157	7420	11803
1158	7426	11796
1159	7431	11788
1160	7437	11781
1161	7443	11773
1162	7448	11765
1163	7454	11758
1164	7460	11750
1165	7465	11743
1166	7471	11735
1167	7477	11727
1168	7482	11719
1169	7488	11712
1170	7493	11704
1171	7498	11695
1172	7504	11688
1173	7509	11680
1174	7514	11671
1175	7520	11664
1176	7526	11656
1177	7531	11648
1178	7536	11640
1179	7541	11632
1180	7547	11624
1181	7553	11617
1182	7558	11609
1183	7563	11601
1184	7569	11593
1185	7574	11585
1186	7580	11577
1187	7587	11572
1188	7592	11564
1189	7598	11557
1190	7604	11549
1191	7609	11541
1192	7615	11534
1193	7620	11527
1194	7626	11520
1195	7631	11511
1196	7636	11503
1197	7642	11495
1198	7646	11486
1199	7652	11478
1200	7657	11470
1201	7663	11462
1202	7668	11455
1203	7673	11447
1204	7678	11438
1205	7684	11430
1206	7689	11422
1207	7694	11414
1208	7699	11405
1209	7704	11396
1210	7709	11388
1211	7714	11381
1212	7719	11372
1213	7725	11365
1214	7730	11356
1215	7735	11349
1216	7741	11341
1217	7747	11334
1218	7752	11327
1219	7758	11319
1220	7763	11311
1221	7768	11303
1222	7773	11294
1223	7778	11287
1224	7784	11279
1225	7790	11272
1226	7795	11264
1227	7800	11256
1228	7806	11249
1229	7812	11242
1230	7818	11235
1231	7824	11228
1232	7830	11221
1233	7835	11213
1234	7840	11204
1235	7845	11197
1236	7850	11188
1237	7855	11180
1238	7860	11172
1239	7866	11165
1240	7872	11157
1241	7894	11174
1242	7899	11166
1243	7905	11158
1244	7911	11152
1245	7917	11145
1246	7922	11137
1247	7928	11130
1248	7933	11122
1249	7939	11114
1250	7945	11108
1251	7952	11103
1252	7959	11097
1253	7966	11091
1254	7973	11086
1255	7979	11080
1256	7985	11073
1257	7999	11076
1258	8004	11068
1259	8010	11062
1260	8016	11055
1261	8022	11047
1262	8029	11042
1263	8034	11035
1264	8041	11029
1265	8047	11022
1266	8053	11015
1267	8059	11009
1268	8066	11003
1269	8072	10995
1270	8078	10989
1271	8083	10981
1272	8090	10975
1273	8096	10969
1274	8103	10963
1275	8110	10957
1276	8116	10950
1277	8122	10944
1278	8128	10937
1279	8134	10930
1280	8140	10924
1281	8146	10917
1282	8152	10909
1283	8158	10903
1284	8164	10896
1285	8170	10890
1286	8177	10883
1287	8183	10876
1288	8189	10870
1289	8195	10863
1290	8201	10857
1291	8207	10850
1292	8213	10843
1293	8219	10836
1294	8225	10830
1295	8231	10823
1296	8237	10815
1297	8243	10809
1298	8249	10802
1299	8254	10794
1300	8260	10787
1301	8266	10780
1302	8271	10773
1303	8277	10766
1304	8283	10758
1305	8288	10751
1306	8294	10743
1307	8299	10736
1308	8305	10729
1309	8311	10722
1310	8317	10715
1311	8324	10709
1312	8330	10703
1313	8337	10698
1314	8343	10691
1315	8350	10685
1316	8356	10679
1317	8362	10671
1318	8368	10665
1319	8375	10659
1320	8381	10652
1321	8387	10646
1322	8392	10638
1323	8398	10631
1324	8404	10623
1325	8410	10617
1326	8416	10610
1327	8422	10603
1328	8428	10597
1329	8436	10593
1330	8443	10587
1331	8449	10580
1332	8454	10572
1333	8460	10566
1334	8467	10560
1335	8473	10553
1336	8479	10546
1337	8485	10540
1338	8491	10533
1339	8497	10527
1340	8503	10520
1341	8510	10514
1342	8516	10507
1343	8522	10500
1344	8527	10493
1345	8533	10486
1346	8540	10481
1347	8547	10475
1348	8554	10469
1349	8560	10462
1350	8568	10458
1351	8574	10452
1352	8582	10447
1353	8589	10441
1354	8595	10434
1355	8601	10427
1356	8606	10420
1357	8612	10414
1358	8619	10407
1359	8625	10400
1360	8631	10394
1361	8638	10389
1362	8644	10382
1363	8651	10376
1364	8656	10369
1365	8663	10363
1366	8671	10358
1367	8676	10351
1368	8683	10345
1369	8688	10337
1370	8694	10330
1371	8701	10324
1372	8708	10319
1373	8714	10312
1374	8720	10305
1375	8726	10299
1376	8733	10293
1377	8739	10286
1378	8745	10280
1379	8752	10274
1380	8758	10267
1381	8764	10260
1382	8771	10255
1383	8777	10249
1384	8783	10241
1385	8789	10235
1386	8794	10227
1387	8801	10221
1388	8807	10214
1389	8813	10207
1390	8818	10200
1391	8825	10194
1392	8831	10188
1393	8837	10181
1394	8844	10175
1395	8850	10169
1396	8856	10162
1397	8862	10155
1398	8868	10148
1399	8874	10141
1400	8880	10135
1401	8885	10127
1402	8891	10120
1403	8897	10114
1404	8903	10107
1405	8909	10100
1406	8915	10094
1407	8922	10088
1408	8928	10081
1409	8934	10075
1410	8940	10067
1411	8946	10061
1412	8952	10054
1413	8958	10047
1414	8964	10041
1415	8970	10034
1416	8976	10028
1417	8982	10021
1418	8988	10015
1419	8995	10009
1420	9002	10003
1421	9009	9997
1422	9015	9991
1423	9021	9984
1424	9028	9979
1425	9036	9973
1426	9042	9968
1427	9050	9962
1428	9056	9955
1429	9062	9950
1430	9069	9943
1431	9075	9937
1432	9081	9930
1433	9086	9922
1434	9093	9917
1435	9099	9910
1436	9104	9902
1437	9110	9895
1438	9116	9889
1439	9122	9882
1440	9128	9875
1441	9134	9869
1442	9140	9862
1443	9146	9855
1444	9151	9848
1445	9157	9841
1446	9163	9834
1447	9168	9827
1448	9174	9820
1449	9180	9813
1450	9186	9807
1451	9192	9800
1452	9197	9793
1453	9203	9786
1454	9209	9778
1455	9214	9771
1456	9221	9766
1457	9227	9759
1458	9233	9752
1459	9239	9745
1460	9245	9739
1461	9252	9732
1462	9258	9726
1463	9263	9718
1464	9269	9712
1465	9275	9705
1466	9282	9700
1467	9287	9692
1468	9294	9687
1469	9301	9681
1470	9308	9675
1471	9316	9670
1472	9321	9663
1473	9328	9657
1474	9334	9650
1475	9339	9643
1476	9346	9637
1477	9352	9630
1478	9358	9623
1479	9364	9618
1480	9369	9610
1481	9375	9603
1482	9382	9597
1483	9388	9590
1484	9394	9584
1485	9400	9577
1486	9407	9571
1487	9414	9566
1488	9421	9560
1489	9426	9552
1490	9432	9546
1491	9439	9540
1492	9445	9533
1493	9452	9527
1494	9458	9521
1495	9464	9515
1496	9471	9509
1497	9477	9502
1498	9482	9495
1499	9488	9488
1500	9495	9482
1501	9501	9476
1502	9506	9468
1503	9513	9463
1504	9519	9456
1505	9525	9449
1506	9531	9443
1507	9538	9437
1508	9544	9431
1509	9551	9424
1510	9557	9418
1511	9563	9411
1512	9569	9405
1513	9576	9399
1514	9583	9393
1515	9590	9387
1516	9596	9381
1517	9602	9374
1518	9610	9369
1519	9618	9365
1520	9626	9360
1521	9632	9354
1522	9638	9346
1523	9644	9340
1524	9650	9334
1525	9656	9327
1526	9662	9320
1527	9667	9313
1528	9681	9314
1529	9686	9307
1530	9692	9300
1531	9699	9294
1532	9708	9290
1533	9715	9284
1534	9721	9278
1535	9726	9271
1536	9733	9264
1537	9740	9259
1538	9746	9252
1539	9753	9246
1540	9759	9240
1541	9765	9233
1542	9772	9227
1543	9779	9221
1544	9786	9216
1545	9791	9209
1546	9798	9203
1547	9804	9196
1548	9813	9192
1549	9820	9187
1550	9828	9181
1551	9834	9175
1552	9841	9170
1553	9847	9163
1554	9853	9156
1555	9860	9151
1556	9867	9144
1557	9874	9138
1558	9880	9133
1559	9908	9146
1560	9916	9141
1561	9922	9135
1562	9928	9128
1563	9934	9121
1564	9941	9115
1565	9947	9108
1566	9953	9102
1567	9959	9095
1568	9966	9089
1569	9972	9082
1570	9978	9076
1571	9984	9069
1572	9992	9064
1573	9998	9058
1574	10004	9051
1575	10010	9045
1576	10017	9039
1577	10022	9032
1578	10028	9025
1579	10035	9019
1580	10040	9011
1581	10046	9005
1582	10052	8998
1583	10057	8990
1584	10064	8985
1585	10071	8979
1586	10076	8971
1587	10082	8964
1588	10087	8957
1589	10093	8950
1590	10100	8944
1591	10106	8938
1592	10112	8931
1593	10118	8924
1594	10124	8918
1595	10129	8910
1596	10135	8904
1597	10142	8898
1598	10148	8891
1599	10154	8884
1600	10159	8877
1601	10165	8870
1602	10171	8864
1603	10176	8857
1604	10182	8850
1605	10187	8842
1606	10193	8835
1607	10199	8829
1608	10205	8822
1609	10210	8814
1610	10216	8808
1611	10221	8801
1612	10226	8794
1613	10232	8786
1614	10238	8780
1615	10244	8773
1616	10249	8766
1617	10256	8760
1618	10261	8753
1619	10268	8747
1620	10273	8740
1621	10279	8733
1622	10284	8726
1623	10290	8719
1624	10296	8712
1625	10302	8705
1626	10308	8699
1627	10313	8691
1628	10319	8685
1629	10325	8678
1630	10332	8672
1631	10339	8667
1632	10346	8660
1633	10352	8654
1634	10357	8647
1635	10364	8641
1636	10370	8634
1637	10376	8628
1638	10383	8621
1639	10390	8616
1640	10396	8609
1641	10402	8603
1642	10409	8597
1643	10415	8591
1644	10422	8584
1645	10428	8578
1646	10434	8572
1647	10440	8565
1648	10447	8559
1649	10453	8553
1650	10460	8547
1651	10467	8541
1652	10473	8534
1653	10480	8528
1654	10487	8523
1655	10494	8517
1656	10500	8510
1657	10505	8503
1658	10511	8496
1659	10517	8490
1660	10523	8483
1661	10528	8476
1662	10533	8468
1663	10537	8460
1664	10542	8453
1665	10549	8447
1666	10555	8440
1667	10561	8434
1668	10567	8427
1669	10573	8420
1670	10579	8413
1671	10586	8408
1672	10593	8402
1673	10598	8395
1674	10604	8388
1675	10610	8382
1676	10617	8376
1677	10624	8370
1678	10630	8364
1679	10637	8358
1680	10644	8351
1681	10650	8345
