iter	Passed	Remaining
1682	10657	8339
1683	10663	8333
1684	10669	8326
1685	10676	8320
1686	10696	8325
1687	10702	8318
1688	10709	8312
1689	10714	8305
1690	10720	8298
1691	10727	8292
1692	10733	8286
1693	10739	8280
1694	10747	8274
1695	10755	8269
1696	10764	8264
1697	10771	8259
1698	10777	8252
1699	10787	8249
1700	10795	8244
1701	10803	8239
1702	10809	8232
1703	10816	8226
1704	10822	8220
1705	10830	8214
1706	10836	8208
1707	10842	8201
1708	10849	8195
1709	10855	8188
1710	10861	8182
1711	10867	8176
1712	10873	8169
1713	10879	8162
1714	10885	8156
1715	10891	8149
1716	10896	8142
1717	10903	8136
1718	10910	8130
1719	10918	8125
1720	10924	8118
1721	10930	8112
1722	10937	8106
1723	10943	8100
1724	10951	8094
1725	10959	8089
1726	10965	8083
1727	10972	8076
1728	10978	8070
1729	10984	8064
1730	10991	8057
1731	10997	8051
1732	11003	8044
1733	11009	8038
1734	11016	8032
1735	11022	8025
1736	11028	8018
1737	11034	8012
1738	11041	8006
1739	11047	7999
1740	11054	7993
1741	11060	7987
1742	11067	7981
1743	11074	7975
1744	11080	7968
1745	11086	7962
1746	11091	7955
1747	11097	7948
1748	11103	7942
1749	11110	7936
1750	11116	7929
1751	11122	7923
1752	11128	7916
1753	11134	7909
1754	11141	7903
1755	11147	7896
1756	11153	7890
1757	11159	7883
1758	11164	7876
1759	11169	7869
1760	11174	7862
1761	11179	7855
1762	11184	7847
1763	11190	7841
1764	11195	7833
1765	11200	7826
1766	11206	7819
1767	11211	7812
1768	11216	7805
1769	11221	7798
1770	11227	7791
1771	11232	7784
1772	11237	7776
1773	11242	7769
1774	11248	7763
1775	11253	7756
1776	11258	7748
1777	11265	7742
1778	11270	7735
1779	11276	7728
1780	11281	7721
1781	11287	7715
1782	11293	7708
1783	11299	7701
1784	11304	7694
1785	11310	7687
1786	11315	7680
1787	11320	7673
1788	11326	7666
1789	11331	7660
1790	11339	7654
1791	11346	7648
1792	11352	7642
1793	11358	7635
1794	11365	7629
1795	11371	7623
1796	11377	7616
1797	11383	7610
1798	11388	7603
1799	11394	7596
1800	11399	7589
1801	11405	7582
1802	11410	7575
1803	11416	7568
1804	11421	7561
1805	11426	7554
1806	11433	7548
1807	11439	7541
1808	11444	7534
1809	11451	7528
1810	11457	7522
1811	11463	7515
1812	11469	7509
1813	11474	7502
1814	11480	7495
1815	11486	7488
1816	11491	7481
1817	11497	7475
1818	11503	7468
1819	11508	7461
1820	11514	7454
1821	11519	7448
1822	11525	7441
1823	11531	7434
1824	11537	7428
1825	11542	7421
1826	11547	7414
1827	11552	7406
1828	11558	7400
1829	11564	7393
1830	11570	7387
1831	11576	7380
1832	11582	7373
1833	11587	7366
1834	11593	7360
1835	11598	7353
1836	11602	7345
1837	11608	7338
1838	11613	7331
1839	11618	7324
1840	11623	7317
1841	11629	7310
1842	11634	7303
1843	11639	7296
1844	11644	7289
1845	11649	7282
1846	11654	7275
1847	11658	7267
1848	11664	7261
1849	11669	7254
1850	11674	7246
1851	11680	7240
1852	11685	7232
1853	11691	7226
1854	11696	7219
1855	11701	7212
1856	11706	7205
1857	11712	7198
1858	11718	7192
1859	11725	7186
1860	11731	7179
1861	11737	7173
1862	11744	7167
1863	11751	7161
1864	11759	7156
1865	11766	7150
1866	11772	7144
1867	11777	7137
1868	11782	7130
1869	11789	7123
1870	11795	7117
1871	11801	7111
1872	11809	7105
1873	11815	7099
1874	11822	7093
1875	11828	7086
1876	11833	7080
1877	11840	7073
1878	11845	7066
1879	11850	7060
1880	11856	7053
1881	11862	7046
1882	11868	7040
1883	11874	7033
1884	11880	7027
1885	11886	7021
1886	11892	7014
1887	11898	7008
1888	11905	7002
1889	11911	6995
1890	11917	6989
1891	11924	6983
1892	11930	6976
1893	11935	6969
1894	11941	6963
1895	11946	6956
1896	11951	6949
1897	11957	6942
1898	11962	6935
1899	11968	6929
1900	11974	6922
1901	11979	6915
1902	11985	6909
1903	11991	6902
1904	11997	6896
1905	12003	6889
1906	12009	6883
1907	12014	6876
1908	12020	6869
1909	12026	6863
1910	12032	6856
1911	12038	6850
1912	12045	6844
1913	12051	6838
1914	12056	6831
1915	12061	6824
1916	12066	6816
1917	12071	6809
1918	12077	6803
1919	12087	6799
1920	12092	6792
1921	12098	6785
1922	12103	6778
1923	12109	6772
1924	12114	6765
1925	12120	6758
1926	12125	6751
1927	12130	6745
1928	12136	6738
1929	12141	6731
1930	12146	6724
1931	12152	6717
1932	12157	6710
1933	12163	6704
1934	12169	6697
1935	12174	6691
1936	12180	6684
1937	12185	6677
1938	12190	6670
1939	12197	6664
1940	12203	6658
1941	12209	6651
1942	12214	6644
1943	12220	6638
1944	12226	6632
1945	12233	6625
1946	12239	6619
1947	12245	6613
1948	12251	6606
1949	12257	6600
1950	12263	6593
1951	12270	6587
1952	12275	6580
1953	12280	6573
1954	12286	6567
1955	12291	6560
1956	12300	6555
1957	12305	6548
1958	12311	6542
1959	12318	6536
1960	12324	6529
1961	12329	6523
1962	12335	6516
1963	12340	6509
1964	12346	6502
1965	12351	6496
1966	12357	6489
1967	12363	6483
1968	12369	6477
1969	12375	6470
1970	12381	6463
1971	12387	6457
1972	12393	6451
1973	12400	6445
1974	12407	6439
1975	12413	6432
1976	12419	6426
1977	12425	6420
1978	12432	6413
1979	12438	6407
1980	12446	6402
1981	12452	6395
1982	12458	6389
1983	12464	6382
1984	12469	6376
1985	12475	6369
1986	12481	6363
1987	12487	6356
1988	12494	6350
1989	12501	6344
1990	12506	6338
1991	12513	6332
1992	12519	6325
1993	12525	6319
1994	12531	6312
1995	12537	6306
1996	12544	6300
1997	12552	6294
1998	12558	6288
1999	12563	6281
2000	12571	6276
2001	12577	6270
2002	12584	6263
2003	12589	6257
2004	12596	6250
2005	12602	6244
2006	12608	6238
2007	12614	6232
2008	12621	6225
2009	12627	6219
2010	12633	6213
2011	12638	6206
2012	12644	6199
2013	12651	6193
2014	12658	6187
2015	12665	6181
2016	12671	6175
2017	12677	6169
2018	12684	6163
2019	12690	6156
2020	12695	6150
2021	12702	6143
2022	12708	6137
2023	12714	6130
2024	12719	6124
2025	12726	6118
2026	12731	6111
2027	12737	6104
2028	12742	6098
2029	12748	6091
2030	12753	6084
2031	12760	6078
2032	12765	6072
2033	12772	6065
2034	12777	6059
2035	12784	6053
2036	12794	6048
2037	12800	6042
2038	12806	6036
2039	12812	6029
2040	12818	6022
2041	12824	6016
2042	12829	6009
2043	12836	6003
2044	12843	5997
2045	12849	5991
2046	12855	5985
2047	12863	5979
2048	12878	5977
2049	12885	5971
2050	12891	5965
2051	12899	5959
2052	12907	5953
2053	12914	5947
2054	12921	5941
2055	12928	5936
2056	12937	5931
2057	12946	5926
2058	12955	5921
2059	12963	5915
2060	12972	5910
2061	12979	5904
2062	12988	5899
2063	12996	5893
2064	13004	5888
2065	13013	5883
2066	13021	5877
2067	13028	5871
2068	13035	5865
2069	13042	5859
2070	13050	5854
2071	13055	5847
2072	13063	5841
2073	13070	5835
2074	13076	5829
2075	13084	5823
2076	13091	5817
2077	13099	5812
2078	13106	5806
2079	13114	5800
2080	13121	5794
2081	13128	5788
2082	13135	5782
2083	13142	5776
2084	13150	5771
2085	13171	5771
2086	13178	5765
2087	13185	5759
2088	13191	5752
2089	13199	5747
2090	13207	5741
2091	13215	5736
2092	13229	5733
2093	13238	5727
2094	13246	5722
2095	13254	5716
2096	13261	5710
2097	13268	5704
2098	13274	5698
2099	13281	5692
2100	13287	5685
2101	13294	5679
2102	13301	5673
2103	13307	5667
2104	13314	5660
2105	13319	5654
2106	13324	5647
2107	13330	5640
2108	13336	5634
2109	13343	5628
2110	13348	5621
2111	13354	5615
2112	13360	5608
2113	13366	5602
2114	13372	5595
2115	13377	5588
2116	13382	5581
2117	13387	5574
2118	13392	5568
2119	13397	5561
2120	13403	5554
2121	13409	5548
2122	13416	5542
2123	13422	5535
2124	13428	5529
2125	13434	5522
2126	13439	5516
2127	13445	5509
2128	13450	5502
2129	13455	5496
2130	13460	5489
2131	13465	5482
2132	13471	5475
2133	13476	5468
2134	13482	5462
2135	13487	5455
2136	13492	5448
2137	13498	5442
2138	13502	5435
2139	13507	5428
2140	13512	5421
2141	13517	5414
2142	13522	5407
2143	13528	5401
2144	13533	5394
2145	13539	5388
2146	13545	5381
2147	13551	5375
2148	13557	5368
2149	13562	5361
2150	13567	5355
2151	13573	5348
2152	13578	5341
2153	13583	5335
2154	13588	5328
2155	13594	5321
2156	13601	5315
2157	13606	5309
2158	13612	5302
2159	13619	5296
2160	13625	5290
2161	13630	5283
2162	13636	5276
2163	13653	5274
2164	13663	5269
2165	13672	5264
2166	13678	5257
2167	13683	5251
2168	13688	5244
2169	13694	5238
2170	13700	5231
2171	13706	5225
2172	13713	5218
2173	13718	5212
2174	13724	5205
2175	13732	5200
2176	13737	5193
2177	13743	5187
2178	13749	5180
2179	13755	5174
2180	13762	5168
2181	13768	5161
2182	13774	5155
2183	13780	5148
2184	13787	5142
2185	13793	5136
2186	13798	5129
2187	13805	5123
2188	13812	5117
2189	13818	5110
2190	13824	5104
2191	13830	5097
2192	13836	5091
2193	13843	5085
2194	13848	5078
2195	13854	5072
2196	13862	5066
2197	13869	5060
2198	13876	5054
2199	13883	5048
2200	13891	5042
2201	13897	5036
2202	13903	5030
2203	13909	5023
2204	13915	5017
2205	13921	5010
2206	13926	5003
2207	13932	4997
2208	13938	4991
2209	13943	4984
2210	13949	4977
2211	13954	4971
2212	13959	4964
2213	13966	4958
2214	13971	4951
2215	13977	4944
2216	13983	4938
2217	13988	4932
2218	13994	4925
2219	13999	4918
2220	14005	4912
2221	14010	4905
2222	14016	4899
2223	14023	4893
2224	14029	4886
2225	14036	4880
2226	14042	4874
2227	14048	4867
2228	14056	4861
2229	14063	4856
2230	14070	4849
2231	14076	4843
2232	14093	4840
2233	14099	4834
2234	14106	4828
2235	14122	4825
2236	14137	4821
2237	14144	4815
2238	14155	4811
2239	14162	4805
2240	14169	4799
2241	14176	4793
2242	14183	4786
2243	14189	4780
2244	14195	4774
2245	14202	4768
2246	14209	4761
2247	14215	4755
2248	14221	4748
2249	14227	4742
2250	14234	4736
2251	14240	4730
2252	14247	4723
2253	14253	4717
2254	14258	4710
2255	14264	4704
2256	14271	4698
2257	14276	4691
2258	14282	4685
2259	14288	4678
2260	14294	4671
2261	14299	4665
2262	14305	4659
2263	14311	4652
2264	14317	4646
2265	14323	4639
2266	14329	4633
2267	14334	4626
2268	14339	4619
2269	14345	4613
2270	14350	4606
2271	14356	4600
2272	14362	4593
2273	14368	4587
2274	14373	4580
2275	14379	4574
2276	14384	4567
2277	14390	4561
2278	14396	4554
2279	14402	4548
2280	14408	4541
2281	14413	4535
2282	14420	4528
2283	14425	4522
2284	14431	4515
2285	14438	4509
2286	14444	4503
2287	14450	4496
2288	14455	4490
2289	14460	4483
2290	14466	4477
2291	14472	4470
2292	14477	4463
2293	14483	4457
2294	14488	4450
2295	14494	4444
2296	14500	4437
2297	14506	4431
2298	14513	4425
2299	14519	4419
2300	14526	4412
2301	14533	4406
2302	14539	4400
2303	14545	4394
2304	14551	4387
2305	14557	4381
2306	14562	4374
2307	14568	4368
2308	14574	4361
2309	14580	4355
2310	14586	4348
2311	14594	4342
2312	14602	4337
2313	14608	4330
2314	14614	4324
2315	14620	4318
2316	14626	4311
2317	14632	4305
2318	14637	4298
2319	14644	4292
2320	14649	4285
2321	14656	4279
2322	14663	4273
2323	14668	4266
2324	14674	4260
2325	14679	4253
2326	14686	4247
2327	14691	4240
2328	14696	4234
2329	14703	4227
2330	14708	4221
2331	14714	4215
2332	14720	4208
2333	14726	4202
2334	14731	4195
2335	14736	4188
2336	14743	4182
2337	14749	4176
2338	14754	4169
2339	14760	4163
2340	14766	4156
2341	14772	4150
2342	14778	4143
2343	14783	4137
2344	14795	4132
2345	14801	4126
2346	14808	4120
2347	14813	4113
2348	14819	4107
2349	14825	4100
2350	14832	4094
2351	14839	4088
2352	14846	4082
2353	14853	4076
2354	14859	4069
2355	14866	4063
2356	14872	4057
2357	14879	4051
2358	14885	4044
2359	14891	4038
2360	14898	4032
2361	14904	4025
2362	14910	4019
2363	14917	4013
2364	14923	4006
2365	14930	4000
2366	14936	3994
2367	14942	3987
2368	14950	3982
2369	14957	3975
2370	14963	3969
2371	14968	3963
2372	14976	3957
2373	14983	3950
2374	14990	3944
2375	14996	3938
2376	15002	3932
2377	15009	3925
2378	15016	3919
2379	15022	3913
2380	15028	3906
2381	15034	3900
2382	15041	3894
2383	15047	3888
2384	15054	3881
2385	15061	3875
2386	15068	3869
2387	15074	3863
2388	15081	3857
2389	15088	3850
2390	15094	3844
2391	15101	3838
2392	15108	3832
2393	15115	3826
2394	15122	3820
2395	15129	3813
2396	15136	3807
2397	15142	3801
2398	15148	3795
2399	15154	3788
2400	15160	3782
2401	15166	3775
2402	15172	3769
2403	15178	3763
2404	15183	3756
2405	15189	3750
2406	15196	3743
2407	15205	3738
2408	15211	3731
2409	15219	3725
2410	15229	3720
2411	15236	3714
2412	15243	3708
2413	15252	3702
2414	15258	3696
2415	15264	3689
2416	15272	3683
2417	15279	3677
2418	15285	3671
2419	15292	3665
2420	15298	3658
2421	15304	3652
2422	15310	3645
2423	15318	3639
2424	15325	3633
2425	15331	3627
2426	15337	3621
2427	15343	3614
2428	15350	3608
2429	15356	3602
2430	15362	3595
2431	15369	3589
2432	15376	3583
2433	15383	3577
2434	15389	3570
2435	15395	3564
2436	15401	3557
2437	15407	3551
2438	15413	3545
2439	15419	3538
2440	15425	3532
2441	15431	3526
2442	15438	3520
2443	15444	3513
2444	15451	3507
2445	15458	3501
2446	15464	3494
2447	15470	3488
2448	15475	3481
2449	15481	3475
2450	15486	3468
2451	15492	3462
2452	15499	3456
2453	15505	3449
2454	15511	3443
2455	15516	3436
2456	15522	3430
2457	15527	3423
2458	15534	3417
2459	15540	3411
2460	15545	3404
2461	15551	3398
2462	15557	3391
2463	15563	3385
2464	15569	3379
2465	15575	3372
2466	15582	3366
2467	15589	3360
2468	15595	3354
2469	15601	3347
2470	15607	3341
2471	15614	3335
2472	15622	3329
2473	15628	3322
2474	15633	3316
2475	15639	3309
2476	15645	3303
2477	15651	3297
2478	15657	3290
2479	15663	3284
2480	15669	3277
2481	15675	3271
2482	15681	3265
2483	15686	3258
2484	15692	3252
2485	15697	3245
2486	15703	3239
2487	15710	3233
2488	15716	3226
2489	15722	3220
2490	15727	3213
2491	15733	3207
2492	15739	3200
2493	15745	3194
2494	15750	3188
2495	15756	3181
2496	15762	3175
2497	15768	3168
2498	15774	3162
2499	15780	3156
2500	15786	3149
2501	15791	3143
2502	15797	3136
2503	15804	3130
2504	15811	3124
2505	15816	3117
2506	15823	3111
2507	15829	3105
2508	15835	3099
2509	15841	3092
2510	15848	3086
2511	15853	3079
2512	15859	3073
2513	15866	3067
2514	15872	3060
2515	15878	3054
2516	15883	3047
2517	15890	3041
2518	15895	3035
2519	15901	3028
2520	15907	3022
2521	15913	3016
2522	15919	3009
2523	15925	3003
2524	15931	2996
2525	15936	2990
2526	15942	2984
2527	15948	2977
2528	15953	2971
2529	15960	2964
2530	15966	2958
2531	15971	2952
2532	15978	2945
2533	15983	2939
2534	15990	2933
2535	15996	2926
2536	16002	2920
2537	16008	2914
2538	16013	2907
2539	16020	2901
2540	16026	2894
2541	16033	2888
2542	16038	2882
2543	16044	2875
2544	16051	2869
2545	16057	2863
2546	16063	2857
2547	16069	2850
2548	16076	2844
2549	16082	2838
2550	16089	2831
2551	16096	2825
2552	16102	2819
2553	16107	2812
2554	16114	2806
2555	16120	2800
2556	16126	2793
2557	16132	2787
2558	16139	2781
2559	16146	2775
2560	16152	2768
2561	16157	2762
2562	16164	2756
2563	16169	2749
2564	16175	2743
2565	16181	2736
2566	16188	2730
2567	16194	2724
2568	16200	2717
2569	16206	2711
2570	16211	2705
2571	16216	2698
2572	16221	2692
2573	16227	2685
2574	16233	2679
2575	16238	2672
2576	16243	2666
2577	16248	2659
2578	16255	2653
2579	16261	2647
2580	16267	2640
2581	16272	2634
2582	16277	2627
2583	16283	2621
2584	16289	2615
2585	16294	2608
2586	16303	2602
2587	16309	2596
2588	16315	2590
2589	16321	2583
2590	16327	2577
2591	16333	2570
2592	16338	2564
2593	16344	2558
2594	16350	2551
2595	16356	2545
2596	16361	2539
2597	16367	2532
2598	16373	2526
2599	16378	2519
2600	16383	2513
2601	16388	2506
2602	16394	2500
2603	16399	2493
2604	16405	2487
2605	16410	2481
2606	16415	2474
2607	16420	2468
2608	16425	2461
2609	16430	2455
2610	16436	2448
2611	16441	2442
2612	16447	2435
2613	16452	2429
2614	16458	2423
2615	16464	2416
2616	16470	2410
2617	16476	2404
2618	16481	2397
2619	16489	2391
2620	16496	2385
2621	16502	2379
2622	16508	2372
2623	16513	2366
2624	16520	2360
2625	16526	2353
2626	16532	2347
2627	16538	2341
2628	16544	2334
2629	16550	2328
2630	16557	2322
2631	16563	2315
2632	16570	2309
2633	16577	2303
2634	16583	2297
2635	16590	2290
2636	16596	2284
2637	16603	2278
2638	16608	2271
2639	16614	2265
2640	16620	2259
2641	16626	2252
2642	16633	2246
2643	16639	2240
2644	16645	2234
2645	16651	2227
2646	16660	2221
2647	16666	2215
2648	16672	2209
2649	16678	2202
2650	16683	2196
2651	16689	2190
2652	16695	2183
2653	16700	2177
2654	16705	2170
2655	16711	2164
2656	16717	2158
2657	16723	2151
2658	16729	2145
2659	16736	2139
2660	16743	2133
2661	16749	2126
2662	16756	2120
2663	16766	2114
2664	16773	2108
2665	16795	2104
2666	16801	2097
2667	16807	2091
2668	16813	2085
2669	16818	2078
2670	16824	2072
2671	16830	2066
2672	16836	2059
2673	16841	2053
2674	16847	2046
2675	16853	2040
2676	16859	2034
2677	16866	2028
2678	16874	2021
2679	16880	2015
2680	16886	2009
2681	16892	2002
2682	16899	1996
2683	16905	1990
2684	16911	1984
2685	16918	1977
2686	16925	1971
2687	16932	1965
2688	16938	1959
2689	16944	1952
2690	16951	1946
2691	16957	1940
2692	16966	1934
2693	16973	1927
2694	16981	1921
2695	16987	1915
2696	16993	1909
2697	17000	1902
2698	17006	1896
2699	17014	1890
2700	17021	1884
2701	17028	1878
2702	17034	1871
2703	17040	1865
2704	17046	1859
2705	17053	1852
2706	17060	1846
2707	17068	1840
2708	17075	1834
2709	17081	1827
2710	17087	1821
2711	17094	1815
2712	17100	1808
2713	17105	1802
2714	17112	1796
2715	17119	1790
2716	17125	1783
2717	17131	1777
2718	17137	1771
2719	17143	1764
2720	17149	1758
2721	17154	1752
2722	17160	1745
2723	17169	1739
2724	17182	1734
2725	17190	1727
2726	17196	1721
2727	17202	1715
2728	17208	1708
2729	17214	1702
2730	17220	1696
2731	17226	1689
2732	17232	1683
2733	17238	1677
2734	17244	1670
2735	17249	1664
2736	17255	1658
2737	17262	1651
2738	17268	1645
2739	17274	1639
2740	17280	1632
2741	17287	1626
2742	17294	1620
2743	17300	1613
2744	17306	1607
2745	17311	1601
2746	17318	1595
2747	17324	1588
2748	17329	1582
2749	17335	1575
2750	17341	1569
2751	17347	1563
2752	17353	1557
2753	17359	1550
2754	17365	1544
2755	17371	1537
2756	17377	1531
2757	17383	1525
2758	17389	1518
2759	17394	1512
2760	17401	1506
2761	17408	1500
2762	17415	1493
2763	17421	1487
2764	17427	1481
2765	17433	1474
2766	17440	1468
2767	17446	1462
2768	17452	1455
2769	17459	1449
2770	17465	1443
2771	17472	1437
2772	17478	1430
2773	17484	1424
2774	17490	1418
2775	17496	1411
2776	17504	1405
2777	17510	1399
2778	17516	1392
2779	17522	1386
2780	17528	1380
2781	17534	1374
2782	17539	1367
2783	17545	1361
2784	17550	1354
2785	17557	1348
2786	17563	1342
2787	17570	1336
2788	17577	1329
2789	17583	1323
2790	17590	1317
2791	17596	1310
2792	17602	1304
2793	17607	1298
2794	17613	1291
2795	17618	1285
2796	17624	1279
2797	17629	1272
2798	17635	1266
2799	17642	1260
2800	17648	1253
2801	17653	1247
2802	17659	1241
2803	17664	1234
2804	17670	1228
2805	17676	1222
2806	17682	1215
2807	17687	1209
2808	17693	1203
2809	17698	1196
2810	17704	1190
2811	17710	1184
2812	17716	1177
2813	17722	1171
2814	17727	1165
2815	17732	1158
2816	17738	1152
2817	17743	1145
2818	17749	1139
2819	17755	1133
2820	17762	1127
2821	17768	1120
2822	17775	1114
2823	17780	1108
2824	17786	1101
2825	17792	1095
2826	17798	1089
2827	17805	1082
2828	17811	1076
2829	17818	1070
2830	17823	1063
2831	17829	1057
2832	17835	1051
2833	17841	1045
2834	17847	1038
2835	17852	1032
2836	17859	1026
2837	17866	1019
2838	17871	1013
2839	17877	1007
2840	17884	1000
2841	17890	994
2842	17896	988
2843	17902	982
2844	17908	975
2845	17913	969
2846	17919	962
2847	17925	956
2848	17930	950
2849	17935	943
2850	17941	937
2851	17946	931
2852	17951	924
2853	17957	918
2854	17962	912
2855	17967	905
2856	17973	899
2857	17978	893
2858	17983	886
2859	17988	880
2860	17993	874
2861	17999	867
2862	18005	861
2863	18011	855
2864	18017	848
2865	18022	842
2866	18027	836
2867	18033	829
2868	18039	823
2869	18045	817
2870	18051	811
2871	18059	804
2872	18064	798
2873	18071	792
2874	18078	786
2875	18084	779
2876	18095	773
2877	18102	767
2878	18108	761
2879	18114	754
2880	18121	748
2881	18129	742
2882	18138	736
2883	18145	729
2884	18153	723
2885	18160	717
2886	18167	711
2887	18174	704
2888	18180	698
2889	18190	692
2890	18196	686
2891	18204	679
2892	18210	673
2893	18217	667
2894	18224	661
2895	18232	654
2896	18239	648
2897	18247	642
2898	18253	635
2899	18260	629
2900	18269	623
2901	18275	617
2902	18282	610
2903	18289	604
2904	18297	598
2905	18303	592
2906	18309	585
2907	18315	579
2908	18322	573
2909	18328	566
2910	18334	560
2911	18340	554
2912	18347	547
2913	18353	541
2914	18358	535
2915	18365	529
2916	18372	522
2917	18379	516
2918	18385	510
2919	18391	503
2920	18397	497
2921	18403	491
2922	18409	484
2923	18415	478
2924	18421	472
2925	18428	466
2926	18434	459
2927	18441	453
2928	18451	447
2929	18457	440
2930	18464	434
2931	18473	428
2932	18481	422
2933	18488	415
2934	18494	409
2935	18502	403
2936	18510	397
2937	18517	390
2938	18524	384
2939	18531	378
2940	18538	371
2941	18544	365
2942	18551	359
2943	18558	353
2944	18564	346
2945	18569	340
2946	18575	334
2947	18581	327
2948	18587	321
2949	18593	315
2950	18599	308
2951	18604	302
2952	18609	296
2953	18615	289
2954	18621	283
2955	18627	277
2956	18633	270
2957	18638	264
2958	18644	258
2959	18650	252
2960	18656	245
2961	18662	239
2962	18668	233
2963	18673	226
2964	18679	220
2965	18685	214
2966	18693	207
2967	18698	201
2968	18703	195
2969	18710	188
2970	18716	182
2971	18722	176
2972	18728	170
2973	18733	163
2974	18739	157
2975	18745	151
2976	18750	144
2977	18756	138
2978	18761	132
2979	18767	125
2980	18773	119
2981	18780	113
2982	18786	107
2983	18792	100
2984	18798	94
2985	18804	88
2986	18811	81
2987	18818	75
2988	18824	69
2989	18832	62
2990	18839	56
2991	18860	50
2992	18866	44
2993	18873	37
2994	18880	31
2995	18886	25
2996	18893	18
2997	18901	12
2998	18907	6
2999	18914	0
