iter	Accuracy	Logloss
120	0.8008340523	0.4772780859
121	0.8009778545	0.4768398825
122	0.8009778545	0.4759440417
123	0.8006902502	0.4754543403
124	0.8008340523	0.4749580178
125	0.8008340523	0.4744470507
126	0.8006902502	0.4737130484
127	0.8008340523	0.4730785287
128	0.8005464481	0.4726188346
129	0.8001150417	0.4721571739
130	0.7999712396	0.4716470316
131	0.7999712396	0.4709209348
132	0.800402646	0.4704544585
133	0.8005464481	0.4699577794
134	0.800402646	0.4695014674
135	0.8005464481	0.4690457514
136	0.8009778545	0.4685452594
137	0.8006902502	0.4680383664
138	0.8009778545	0.4673813494
139	0.8005464481	0.4667059299
140	0.8006902502	0.466206079
141	0.8012654587	0.4656390305
142	0.8008340523	0.4650568179
143	0.8011216566	0.4646709947
144	0.8011216566	0.4642334541
145	0.8011216566	0.4635744338
146	0.8008340523	0.4630340152
147	0.8009778545	0.4625874878
148	0.8014092609	0.4622529051
149	0.8012654587	0.4619314539
150	0.8009778545	0.4612652017
151	0.8009778545	0.4606442689
152	0.8011216566	0.4601139512
153	0.8009778545	0.4595866164
154	0.8008340523	0.4592061212
155	0.800402646	0.4587783375
156	0.8008340523	0.4584180572
157	0.8006902502	0.45775817
158	0.8008340523	0.4572897104
159	0.8008340523	0.4569551019
160	0.8009778545	0.4562994853
161	0.8009778545	0.4558603739
162	0.8011216566	0.4552300958
163	0.8011216566	0.4548762102
164	0.8012654587	0.4542392807
165	0.8011216566	0.4536809314
166	0.801553063	0.4533683877
167	0.8014092609	0.4529896922
168	0.8011216566	0.4525436534
169	0.801553063	0.4522391678
170	0.8011216566	0.4519153611
171	0.8012654587	0.451513397
172	0.801553063	0.4511703554
173	0.8014092609	0.4505733437
174	0.8012654587	0.4499307158
175	0.801553063	0.4492872807
176	0.8016968651	0.4488313662
177	0.8016968651	0.4485305148
178	0.8018406672	0.4482229506
179	0.8016968651	0.4478044146
180	0.8018406672	0.4473716961
181	0.8022720736	0.4469663575
182	0.8022720736	0.4464103965
183	0.8018406672	0.4459798569
184	0.8018406672	0.4455281312
185	0.8019844694	0.4449942087
186	0.801553063	0.4445478921
187	0.8018406672	0.4442077182
188	0.8019844694	0.4438395025
189	0.8019844694	0.4434757145
190	0.8019844694	0.4430616216
191	0.8021282715	0.4425737022
192	0.8019844694	0.4423538002
193	0.8018406672	0.4420778058
194	0.8016968651	0.441678132
195	0.8019844694	0.441092731
196	0.8021282715	0.4407357263
197	0.8021282715	0.4404897788
198	0.8022720736	0.4402308051
199	0.8021282715	0.4398642336
200	0.8018406672	0.4394501558
201	0.8021282715	0.4390749036
202	0.8025596779	0.4388035251
203	0.8024158758	0.4384294623
204	0.8024158758	0.4380111548
205	0.8025596779	0.4376786822
206	0.80270348	0.4374751498
207	0.8028472821	0.4370095021
208	0.80270348	0.4366535602
209	0.8022720736	0.4363407186
210	0.8025596779	0.4358727879
211	0.8031348864	0.4356059858
212	0.8028472821	0.4351128908
213	0.8028472821	0.4346373021
214	0.8028472821	0.4343262489
215	0.8029910843	0.433960787
216	0.8028472821	0.4336703009
217	0.8029910843	0.4334096684
218	0.8028472821	0.4330863484
219	0.8029910843	0.432863035
220	0.8031348864	0.4325797519
221	0.8035662928	0.4321929648
222	0.803853897	0.4317523271
223	0.803853897	0.4315999588
224	0.803853897	0.4314431776
225	0.803853897	0.4311897491
226	0.8041415013	0.4309331432
227	0.8042853034	0.4305115998
228	0.8041415013	0.4302283161
229	0.8042853034	0.4299268439
230	0.8042853034	0.4297462374
231	0.8039976992	0.4291661182
232	0.803853897	0.4288085902
233	0.8041415013	0.4286074539
234	0.8041415013	0.4284312277
235	0.8042853034	0.4282106535
236	0.8042853034	0.4278779614
237	0.8044291056	0.4276441812
238	0.8044291056	0.4273425837
239	0.8044291056	0.4270737503
240	0.8045729077	0.4268247581
241	0.8047167098	0.4265352137
242	0.8047167098	0.4262662708
243	0.8045729077	0.42590766
244	0.8048605119	0.4257241614
245	0.8050043141	0.4254390908
246	0.8048605119	0.4252461096
247	0.8051481162	0.4249422242
248	0.8051481162	0.4247090358
249	0.8052919183	0.42429263
250	0.8052919183	0.4240176003
251	0.8054357204	0.423691043
252	0.8052919183	0.4234562754
253	0.8052919183	0.4231390842
254	0.8052919183	0.4228652728
255	0.8052919183	0.4226621031
256	0.8052919183	0.422459392
257	0.8052919183	0.4223025452
258	0.8054357204	0.4220702488
259	0.8057233247	0.4218035867
260	0.8055795226	0.4216152222
261	0.8057233247	0.4213254543
262	0.8057233247	0.4211208209
263	0.8055795226	0.420916794
264	0.8054357204	0.4207620182
265	0.8050043141	0.4205778869
266	0.8050043141	0.4202783823
267	0.8051481162	0.4200830461
268	0.8051481162	0.4199322881
269	0.8051481162	0.4198130889
270	0.8051481162	0.4196193783
271	0.8051481162	0.4194432783
272	0.8055795226	0.4192121513
273	0.8057233247	0.4189067336
274	0.8055795226	0.4187413701
275	0.8055795226	0.4185460616
276	0.806010929	0.4183001457
277	0.8057233247	0.4180370842
278	0.8055795226	0.4178562658
279	0.8055795226	0.4175782907
280	0.8055795226	0.4173712759
281	0.8057233247	0.4170356258
282	0.8055795226	0.4168064073
283	0.8058671268	0.4166165253
284	0.806010929	0.4163650999
285	0.806010929	0.4162265003
286	0.8061547311	0.4159277197
287	0.8061547311	0.4156697214
288	0.8061547311	0.415453231
289	0.8061547311	0.4152902902
290	0.8065861375	0.4150819954
291	0.8067299396	0.4148568498
292	0.8070175439	0.4146214923
293	0.8070175439	0.4143326053
294	0.8070175439	0.4141459943
295	0.8068737417	0.4139185736
296	0.807161346	0.4137160812
297	0.807161346	0.4134580606
298	0.8075927524	0.4133088342
299	0.8073051481	0.4131808823
300	0.8074489502	0.4130582386
301	0.8080241588	0.4129027685
302	0.8077365545	0.4127188414
303	0.8075927524	0.412554797
304	0.8075927524	0.4122051643
305	0.8075927524	0.4120463407
306	0.8078803566	0.4118753712
307	0.8077365545	0.4117502182
308	0.8077365545	0.4115031564
309	0.8078803566	0.4112313297
310	0.8080241588	0.4110680845
311	0.8077365545	0.4109041895
312	0.8080241588	0.4107251805
313	0.8081679609	0.4104078253
314	0.808311763	0.4102929277
315	0.8080241588	0.4101300546
316	0.808311763	0.4098705593
317	0.8081679609	0.4097184637
318	0.8084555651	0.4095182082
319	0.8085993673	0.4093292507
320	0.8087431694	0.4091855941
321	0.8090307737	0.4090754145
322	0.8087431694	0.4088201739
323	0.8087431694	0.4085756315
324	0.8088869715	0.4083279914
325	0.8091745758	0.408178606
326	0.8090307737	0.4080540436
327	0.8088869715	0.4079175962
328	0.8091745758	0.4077560529
329	0.8093183779	0.4076199868
330	0.8093183779	0.4075069316
331	0.8093183779	0.4072583881
332	0.8091745758	0.4071867759
333	0.8091745758	0.4069136027
334	0.8091745758	0.4067759301
335	0.8093183779	0.4066344085
336	0.8093183779	0.4064236918
337	0.8091745758	0.4062714957
338	0.8091745758	0.4061659451
339	0.8093183779	0.4060124251
340	0.80946218	0.4058764051
341	0.80946218	0.405783024
342	0.8091745758	0.4056133749
343	0.8091745758	0.4053970625
344	0.8093183779	0.4051262789
345	0.8097497843	0.4050203353
346	0.8096059822	0.4048884195
347	0.8098935864	0.4046775696
348	0.8101811907	0.4045756842
349	0.8098935864	0.4042853417
350	0.8100373886	0.4040659536
351	0.8101811907	0.4039422003
352	0.8101811907	0.4038080909
353	0.8104687949	0.4035595823
354	0.8104687949	0.403340787
355	0.8110440035	0.403154773
356	0.8110440035	0.4030329831
357	0.8110440035	0.4028060779
358	0.8111878056	0.4026312104
359	0.8113316077	0.4024907735
360	0.8111878056	0.4023153512
361	0.8111878056	0.4021308157
362	0.8113316077	0.4019453116
363	0.8111878056	0.40185605
364	0.8109002013	0.401739604
365	0.8113316077	0.4016495733
366	0.8113316077	0.4014422133
367	0.8113316077	0.4013315094
368	0.8113316077	0.4011618584
369	0.8114754098	0.4010749148
370	0.8113316077	0.4009782134
371	0.8113316077	0.4008712774
372	0.8113316077	0.4007685594
373	0.8113316077	0.4005936262
374	0.8114754098	0.4004847708
375	0.811619212	0.4003870186
376	0.8114754098	0.4001250764
377	0.811619212	0.3999067808
378	0.811619212	0.3998398138
379	0.811619212	0.3997197959
380	0.811619212	0.3996075853
381	0.811619212	0.3994872122
382	0.811619212	0.3993852652
383	0.811619212	0.3992987214
384	0.8117630141	0.3990546086
385	0.8117630141	0.3989215988
386	0.8119068162	0.3987629208
387	0.8119068162	0.3986033271
388	0.8119068162	0.3983990566
389	0.8120506183	0.3982945241
390	0.8120506183	0.3981799012
391	0.8120506183	0.3980638471
392	0.8121944205	0.3979056169
393	0.8121944205	0.3977484779
394	0.8120506183	0.3976882524
395	0.8121944205	0.3975067272
396	0.8123382226	0.397435825
397	0.8124820247	0.3973392886
398	0.8123382226	0.3972179914
399	0.8123382226	0.3971178159
400	0.8123382226	0.3970020924
401	0.8123382226	0.3968329296
402	0.8123382226	0.3967045167
403	0.8123382226	0.3965900443
404	0.8124820247	0.39649506
405	0.8124820247	0.3963849026
406	0.8126258269	0.396242661
407	0.812769629	0.3961448888
408	0.8129134311	0.3960684461
409	0.8124820247	0.3959466966
410	0.812769629	0.3958169537
411	0.8129134311	0.3957251632
412	0.8129134311	0.3956538677
413	0.8130572332	0.3954355238
414	0.8130572332	0.3953356079
415	0.8132010354	0.3952483029
416	0.8133448375	0.3951253786
417	0.8133448375	0.395007912
418	0.8133448375	0.3949180528
419	0.8133448375	0.394827192
420	0.8133448375	0.3947329557
421	0.8133448375	0.394626911
422	0.8133448375	0.394538587
423	0.8133448375	0.3944464994
424	0.8133448375	0.3943155425
425	0.8133448375	0.3942005995
426	0.8136324418	0.3941031382
427	0.8136324418	0.3939508358
428	0.8136324418	0.3938139908
429	0.8136324418	0.3936936043
430	0.8136324418	0.3935542864
431	0.8137762439	0.3934586603
432	0.8137762439	0.3933326235
433	0.813920046	0.3931507032
434	0.813920046	0.3930916361
435	0.8137762439	0.3929778823
436	0.8137762439	0.3928986387
437	0.8137762439	0.3928227632
438	0.813920046	0.3927178889
439	0.813920046	0.3925434375
440	0.813920046	0.3924854472
441	0.813920046	0.3922639261
442	0.813920046	0.392178854
443	0.8140638481	0.3920590277
444	0.8142076503	0.3918854861
445	0.8143514524	0.3918033119
446	0.8146390567	0.3916313947
447	0.8144952545	0.3914897927
448	0.8144952545	0.3913447606
449	0.8144952545	0.3911656574
450	0.8146390567	0.3910796311
451	0.8149266609	0.3909552687
452	0.8149266609	0.390864627
453	0.8152142652	0.3907838074
454	0.8152142652	0.3905886222
455	0.8152142652	0.3904837239
456	0.8152142652	0.3903981379
457	0.815070463	0.3902998663
458	0.8152142652	0.3901329947
459	0.8153580673	0.3900333093
460	0.8153580673	0.3898522316
461	0.8153580673	0.3897525381
462	0.8152142652	0.3896009
463	0.8152142652	0.3895227152
464	0.8152142652	0.3894603542
465	0.8152142652	0.3893919199
466	0.8153580673	0.3892810068
467	0.8153580673	0.389231373
468	0.8153580673	0.3891638795
469	0.8155018694	0.3891178713
470	0.8155018694	0.3889895572
471	0.8157894737	0.3889026836
472	0.8157894737	0.3888236263
473	0.8160770779	0.3887574232
474	0.8160770779	0.3886920537
475	0.8157894737	0.3886104966
476	0.8156456716	0.388547719
477	0.8159332758	0.3884056863
478	0.8160770779	0.3882012938
479	0.8162208801	0.3881287702
480	0.8162208801	0.3880562061
481	0.8162208801	0.3879658983
482	0.8165084843	0.3878809449
483	0.8165084843	0.3878118827
484	0.8163646822	0.3876741141
485	0.8162208801	0.3875632804
486	0.8162208801	0.387398787
487	0.8163646822	0.3873564376
488	0.8162208801	0.3872131451
489	0.8160770779	0.3871231941
490	0.8162208801	0.3869931176
491	0.8162208801	0.3868992084
492	0.8163646822	0.3867556755
493	0.8165084843	0.3866097676
494	0.8163646822	0.3865562317
495	0.8167960886	0.3863718978
496	0.8169398907	0.3862056292
497	0.8166522865	0.3861116492
498	0.8169398907	0.3860140922
499	0.8167960886	0.3859637105
500	0.8166522865	0.3858876549
501	0.8166522865	0.3858403008
502	0.8167960886	0.3856870929
503	0.8169398907	0.3855558864
504	0.8169398907	0.3854690099
505	0.8170836928	0.3854065666
506	0.8170836928	0.3853424667
507	0.817227495	0.3852515766
508	0.8175150992	0.3851061368
509	0.8175150992	0.3850479535
510	0.8175150992	0.3850009536
511	0.8175150992	0.3849457761
512	0.8178027035	0.3847581013
513	0.8178027035	0.3846528257
514	0.8179465056	0.3845736661
515	0.8178027035	0.3845090872
516	0.8179465056	0.3844371736
517	0.8178027035	0.3843753005
518	0.8176589014	0.3842830593
519	0.8179465056	0.3841909276
520	0.8178027035	0.3840614456
521	0.8179465056	0.3839142796
522	0.8178027035	0.3838364524
523	0.8179465056	0.3837738225
524	0.8178027035	0.3837178919
525	0.8180903077	0.3836120792
526	0.8182341099	0.3835234894
527	0.8182341099	0.3833867268
528	0.8180903077	0.3832708274
529	0.8180903077	0.3831579185
530	0.8180903077	0.3831200423
531	0.8178027035	0.3830511447
532	0.8178027035	0.3829729692
533	0.8180903077	0.3828744464
534	0.8182341099	0.3828174032
535	0.8180903077	0.3827114006
536	0.8179465056	0.3826316236
537	0.8182341099	0.382502282
538	0.8182341099	0.3823757857
539	0.8182341099	0.3822592806
540	0.8182341099	0.3821808863
541	0.818377912	0.3820309693
542	0.818377912	0.3818381415
543	0.8185217141	0.3817366625
544	0.8185217141	0.3816876842
545	0.8185217141	0.3815671148
546	0.818377912	0.3814666114
547	0.8185217141	0.3813609301
548	0.8185217141	0.3813123526
549	0.818377912	0.3812423433
550	0.818377912	0.381192204
551	0.818377912	0.3811381794
552	0.8185217141	0.3810720432
553	0.8185217141	0.3809907026
554	0.8185217141	0.3809456569
555	0.8185217141	0.3808628022
556	0.8185217141	0.380786907
557	0.8185217141	0.3807514129
558	0.8185217141	0.380698464
559	0.8185217141	0.3806340566
560	0.8185217141	0.3805796893
561	0.8185217141	0.3805163016
562	0.8185217141	0.3804376715
563	0.818377912	0.3803898661
564	0.818377912	0.3803313751
565	0.818377912	0.3802650345
566	0.818377912	0.3801939327
567	0.818377912	0.3800967327
568	0.818377912	0.3798810453
569	0.818377912	0.3798209846
570	0.818377912	0.3797236005
571	0.818377912	0.3796396546
572	0.818377912	0.3795303269
573	0.8185217141	0.3794658568
574	0.8185217141	0.3793413568
575	0.8185217141	0.3793077774
576	0.8185217141	0.3792219151
577	0.8185217141	0.3791518484
578	0.8185217141	0.3790740507
579	0.8185217141	0.3790322805
580	0.8186655162	0.3789298594
581	0.8186655162	0.3788866361
582	0.8186655162	0.3787991532
583	0.8186655162	0.3787466107
584	0.8188093184	0.3786292266
585	0.8188093184	0.3785568284
586	0.8189531205	0.3785101059
587	0.8189531205	0.3784241994
588	0.8189531205	0.378362653
589	0.8189531205	0.3783129273
590	0.8189531205	0.378282602
591	0.8189531205	0.3782289387
592	0.8190969226	0.3781429595
593	0.8190969226	0.3781146772
594	0.8189531205	0.3780252858
595	0.8189531205	0.3778223217
596	0.8189531205	0.3777508117
597	0.8189531205	0.3776517275
598	0.8190969226	0.3775577622
599	0.8190969226	0.3775112809
600	0.8190969226	0.377415273
601	0.8190969226	0.3773440966
602	0.8188093184	0.3772203662
603	0.8186655162	0.3771480923
604	0.8188093184	0.3771017684
605	0.8189531205	0.3770237921
606	0.8189531205	0.3769256143
607	0.8188093184	0.376769637
608	0.8189531205	0.3766987388
609	0.8190969226	0.3766448594
610	0.8192407248	0.3765352283
611	0.819528329	0.3764600696
612	0.8196721311	0.3763853905
613	0.8196721311	0.3763479023
614	0.819528329	0.3762547648
615	0.819528329	0.376121274
616	0.8196721311	0.3760605593
617	0.8196721311	0.375922216
618	0.8196721311	0.3758833184
619	0.8199597354	0.3757609031
620	0.8201035375	0.3757006865
621	0.8199597354	0.3756204893
622	0.8199597354	0.3755564092
623	0.8199597354	0.3755130228
624	0.8199597354	0.375452247
625	0.8198159333	0.3754052905
626	0.8196721311	0.3753417066
627	0.8196721311	0.3753005935
628	0.819528329	0.3752029416
629	0.8196721311	0.3751529248
630	0.8196721311	0.3751311527
631	0.8198159333	0.3750556163
632	0.8199597354	0.3748951061
633	0.8202473397	0.374829884
634	0.8202473397	0.3747907324
635	0.8209663503	0.3747009002
636	0.8208225482	0.3746239383
637	0.8208225482	0.3745668103
638	0.8208225482	0.3744948124
639	0.820678746	0.3743865572
640	0.8203911418	0.3743313215
641	0.8203911418	0.3742754097
642	0.8203911418	0.3742208795
643	0.8203911418	0.3741318711
644	0.8202473397	0.3740593834
645	0.8203911418	0.3739754611
646	0.8209663503	0.3738976906
647	0.8213977567	0.3737765371
648	0.8215415588	0.3737117454
649	0.8215415588	0.3736530323
650	0.8215415588	0.3735103222
651	0.8213977567	0.3734730104
652	0.8211101524	0.3733728937
653	0.8211101524	0.3733288031
654	0.8211101524	0.3732812288
655	0.8211101524	0.3732153076
656	0.8211101524	0.3731406999
657	0.8211101524	0.3730698634
658	0.8211101524	0.3730289853
659	0.8211101524	0.3729272273
660	0.820678746	0.3728626238
661	0.8205349439	0.3728215706
662	0.8205349439	0.3727820089
663	0.8205349439	0.3727336509
664	0.8208225482	0.3726455975
665	0.820678746	0.3725853992
666	0.8211101524	0.3725006058
667	0.8211101524	0.372424323
668	0.8211101524	0.3723220489
669	0.8211101524	0.3722784345
670	0.8209663503	0.3722391002
671	0.8209663503	0.3721493135
672	0.8209663503	0.3720612613
673	0.8208225482	0.3720140357
674	0.8208225482	0.371980953
675	0.8208225482	0.3718887869
676	0.8208225482	0.3718453642
677	0.8211101524	0.3718165279
678	0.8215415588	0.3717416933
679	0.8213977567	0.3716654966
680	0.8213977567	0.3715972047
681	0.8213977567	0.3715416362
682	0.8215415588	0.3715020237
683	0.8218291631	0.3714615467
684	0.8219729652	0.3713703527
685	0.8218291631	0.3713071233
686	0.8218291631	0.3712627124
687	0.8221167673	0.3711460556
688	0.8221167673	0.3711194957
689	0.8219729652	0.3710275728
690	0.8221167673	0.3709693869
691	0.8221167673	0.3709267266
692	0.8219729652	0.3708597659
693	0.8218291631	0.3707814965
694	0.8216853609	0.3707106027
695	0.8216853609	0.3706612706
696	0.8216853609	0.3705885075
697	0.8213977567	0.3705247025
698	0.8216853609	0.3704422573
699	0.8215415588	0.3703854006
700	0.8216853609	0.3702337834
701	0.8219729652	0.3701414672
702	0.8221167673	0.3700923648
703	0.8221167673	0.3700411849
704	0.8219729652	0.3699627199
705	0.8222605695	0.3698693962
706	0.8222605695	0.3698255913
707	0.8222605695	0.3697823673
708	0.8222605695	0.3697294482
709	0.8222605695	0.369692615
710	0.8222605695	0.3696277411
711	0.8222605695	0.3695868867
712	0.8222605695	0.3695050503
713	0.8222605695	0.3694920098
714	0.8224043716	0.3693592509
715	0.8224043716	0.369318443
716	0.8224043716	0.3692566797
717	0.8224043716	0.369184837
718	0.8226919758	0.3691244747
719	0.8226919758	0.3690135181
720	0.8226919758	0.3689561159
721	0.822835778	0.368911643
722	0.8229795801	0.3688425765
723	0.8231233822	0.3687925793
724	0.822835778	0.3687024577
725	0.822835778	0.368657584
726	0.822835778	0.3686058363
727	0.8226919758	0.3685641148
728	0.8226919758	0.3685123255
729	0.8226919758	0.3684823679
730	0.8226919758	0.3684389138
731	0.8229795801	0.3683256109
732	0.8229795801	0.3682838512
733	0.8234109865	0.3681750982
734	0.8234109865	0.368089104
735	0.8234109865	0.368048012
736	0.8234109865	0.3679310709
737	0.8231233822	0.3678424733
738	0.8231233822	0.3677757553
739	0.8231233822	0.3677123223
740	0.8231233822	0.3676830129
741	0.8231233822	0.3675256849
742	0.8234109865	0.3674970692
743	0.8234109865	0.3674260848
744	0.8234109865	0.3673846385
745	0.8234109865	0.3673332921
746	0.8232671844	0.3672767272
747	0.8234109865	0.3671638508
748	0.8234109865	0.3670194781
749	0.8235547886	0.3669131503
750	0.8236985907	0.3668032677
751	0.8236985907	0.3667389362
752	0.8236985907	0.3666438666
753	0.8236985907	0.3666041615
754	0.8236985907	0.3665344478
755	0.8236985907	0.3665057577
756	0.8242737993	0.3664494777
757	0.823986195	0.3663525788
758	0.823986195	0.3663297137
759	0.823986195	0.3661793245
760	0.8241299971	0.3661347424
761	0.8241299971	0.3661087537
762	0.8245614035	0.3660537909
763	0.8245614035	0.3660109198
764	0.8247052056	0.3659546204
765	0.8247052056	0.3658469942
766	0.8245614035	0.3657716773
767	0.8244176014	0.36573905
768	0.8247052056	0.3656571978
769	0.8247052056	0.3655925249
770	0.8247052056	0.3655360842
771	0.8247052056	0.3654853408
772	0.8247052056	0.3654292053
773	0.8247052056	0.3653394925
774	0.8247052056	0.3653126379
775	0.8247052056	0.3652584069
776	0.8247052056	0.3652182164
777	0.8245614035	0.3651722384
778	0.8247052056	0.3651119218
779	0.8247052056	0.3650421119
780	0.8247052056	0.3650119894
781	0.8245614035	0.3649148859
782	0.8247052056	0.364865042
783	0.8247052056	0.3648449998
784	0.8247052056	0.3647983756
785	0.8247052056	0.3647685755
786	0.8247052056	0.3647083546
787	0.8245614035	0.3646445872
788	0.8245614035	0.3645690318
789	0.8247052056	0.3645325877
790	0.8247052056	0.3644677593
791	0.8247052056	0.3643811329
792	0.8247052056	0.3642921306
793	0.8248490078	0.3642381523
794	0.8247052056	0.3641949421
795	0.8247052056	0.3641625764
796	0.8248490078	0.3641345374
797	0.8248490078	0.364092618
798	0.8248490078	0.3640738559
799	0.825136612	0.364008305
800	0.825136612	0.3638850314
801	0.825136612	0.3638532393
802	0.825136612	0.3638167951
803	0.8248490078	0.36375273
804	0.8249928099	0.3636965647
805	0.8248490078	0.3636524805
806	0.8249928099	0.3636018294
807	0.8248490078	0.3635608926
808	0.8249928099	0.3635020978
809	0.825136612	0.3634679451
810	0.8249928099	0.3633919205
811	0.825136612	0.3633469951
812	0.825136612	0.3633083904
813	0.825136612	0.3632802105
814	0.8254242163	0.3631444038
815	0.8257118205	0.3630879674
816	0.8254242163	0.3629981715
817	0.8254242163	0.3629064051
818	0.825136612	0.3627992116
819	0.8252804142	0.36273576
820	0.8254242163	0.3626777915
821	0.8252804142	0.362556716
822	0.825136612	0.3625213338
823	0.825136612	0.3624837456
824	0.8252804142	0.3624198795
825	0.8252804142	0.3623944527
826	0.825136612	0.3623499803
827	0.8252804142	0.3622993229
828	0.8252804142	0.362246959
829	0.8254242163	0.362183415
830	0.8252804142	0.3620926884
831	0.8254242163	0.3620172017
832	0.8254242163	0.3619701697
833	0.8254242163	0.3619422234
834	0.8254242163	0.3618854161
835	0.8254242163	0.3618298302
836	0.8255680184	0.3617894669
837	0.8255680184	0.361748785
838	0.8255680184	0.3617031468
839	0.8255680184	0.3616564263
840	0.8255680184	0.3616188336
841	0.8255680184	0.3615776914
842	0.8255680184	0.3615336408
843	0.8257118205	0.3614972699
844	0.8258556227	0.3614104166
845	0.8258556227	0.3613746704
846	0.8258556227	0.3613206544
847	0.8258556227	0.3612738381
848	0.8258556227	0.3612153697
849	0.8257118205	0.3611551198
850	0.8257118205	0.36107637
851	0.8257118205	0.3610212514
852	0.8257118205	0.3609815579
853	0.8257118205	0.3609112261
854	0.8259994248	0.3608158302
855	0.8261432269	0.360765274
856	0.826287029	0.360686725
857	0.8261432269	0.3606220087
858	0.8261432269	0.3605924403
859	0.8261432269	0.3605248815
860	0.8261432269	0.3604574593
861	0.8261432269	0.3603787549
862	0.8261432269	0.3603543154
863	0.8261432269	0.3603235609
864	0.8259994248	0.3602534383
865	0.8259994248	0.3601642937
866	0.8261432269	0.3600457645
867	0.8259994248	0.3600071369
868	0.8261432269	0.3599767457
869	0.826287029	0.3599184748
870	0.8259994248	0.3598880612
871	0.8261432269	0.3598387499
872	0.8261432269	0.3597432219
873	0.8261432269	0.3597193713
874	0.8261432269	0.3596611174
875	0.8264308312	0.3595427916
876	0.8265746333	0.3594542805
877	0.8271498418	0.3593386424
878	0.8271498418	0.3593152349
879	0.8271498418	0.3592609214
880	0.8271498418	0.359224119
881	0.8270060397	0.3591867619
882	0.8272936439	0.3590771124
883	0.8270060397	0.359026495
884	0.8271498418	0.3589840933
885	0.8271498418	0.3589326285
886	0.8271498418	0.358849701
887	0.8277250503	0.3587500405
888	0.8277250503	0.3587010597
889	0.8272936439	0.3586364231
890	0.8272936439	0.3585996954
891	0.8272936439	0.3585757101
892	0.8274374461	0.3585440168
893	0.8274374461	0.358482337
894	0.8274374461	0.3584524071
895	0.8277250503	0.3583376507
896	0.8277250503	0.3582972461
897	0.8277250503	0.3582397469
898	0.8277250503	0.3581571988
899	0.8275812482	0.3580902849
900	0.8275812482	0.3580505133
901	0.8277250503	0.3580110845
902	0.8277250503	0.3579510228
903	0.8278688525	0.3579014005
904	0.8278688525	0.3578520441
905	0.8280126546	0.3577764924
906	0.8278688525	0.3576882185
907	0.8278688525	0.3576210006
908	0.8278688525	0.357597424
909	0.8278688525	0.3575450634
910	0.8277250503	0.3575223293
911	0.8280126546	0.3574844577
912	0.8280126546	0.3574450414
913	0.8283002588	0.3573815943
914	0.8283002588	0.3573413636
915	0.8283002588	0.3573051659
916	0.828444061	0.3572452388
917	0.828444061	0.3571593725
918	0.828444061	0.3570983922
919	0.828444061	0.3570591175
920	0.828444061	0.3570053414
921	0.8285878631	0.3568890311
922	0.8287316652	0.3568105189
923	0.8287316652	0.3567162766
924	0.8287316652	0.3566710634
925	0.8287316652	0.3566367468
926	0.8287316652	0.3565954943
927	0.8290192695	0.3565103565
928	0.8290192695	0.3564963382
929	0.8293068737	0.3564361778
930	0.829594478	0.3563341263
931	0.829594478	0.3562965661
932	0.8294506759	0.3562463353
933	0.8294506759	0.3561668718
934	0.8294506759	0.3561184734
935	0.8297382801	0.3560063876
936	0.8298820823	0.3559483932
937	0.8298820823	0.3558172479
938	0.8298820823	0.3557770696
939	0.8298820823	0.3557285517
940	0.8297382801	0.355661629
941	0.8297382801	0.3556172257
942	0.8297382801	0.3555888897
943	0.8297382801	0.3555620283
944	0.8297382801	0.3555297046
945	0.8300258844	0.3554430363
946	0.8300258844	0.3553838904
947	0.8300258844	0.3553277079
948	0.8301696865	0.3552693711
949	0.8301696865	0.3552335427
950	0.8300258844	0.3551587311
951	0.8298820823	0.3551151377
952	0.8300258844	0.3550859102
953	0.8301696865	0.3549801202
954	0.8301696865	0.3549461477
955	0.8301696865	0.3549125796
956	0.8301696865	0.3548477411
957	0.8303134886	0.3548037332
958	0.8301696865	0.3547545369
959	0.8303134886	0.3547075377
960	0.8304572908	0.3546436157
961	0.8303134886	0.3545813424
962	0.8304572908	0.3544814911
963	0.830744895	0.3544139844
964	0.8308886972	0.3543635672
965	0.8308886972	0.3543095061
966	0.8310324993	0.3542378795
967	0.8308886972	0.3542149452
968	0.8310324993	0.35417239
969	0.830744895	0.3540999953
970	0.830744895	0.354047914
971	0.8308886972	0.3540159468
972	0.8308886972	0.3539675215
973	0.8308886972	0.3539151154
974	0.8308886972	0.3538607974
975	0.8308886972	0.3537812609
976	0.8310324993	0.3537562402
977	0.8310324993	0.3537295285
978	0.8308886972	0.3536893509
979	0.8308886972	0.3536256044
980	0.8308886972	0.3535906993
981	0.8308886972	0.3535453225
982	0.8308886972	0.3535070515
983	0.8308886972	0.3534745573
984	0.8308886972	0.3534308159
985	0.8308886972	0.353373646
986	0.8308886972	0.3533313985
987	0.8308886972	0.3532785444
988	0.8308886972	0.3532274804
989	0.8308886972	0.3531838074
990	0.830744895	0.3531061442
991	0.830744895	0.3530324038
992	0.8308886972	0.3529822112
993	0.8308886972	0.3529341936
994	0.8308886972	0.3529009926
995	0.8308886972	0.3528689922
996	0.830744895	0.3527461032
997	0.830744895	0.3526974513
998	0.830744895	0.3526420286
999	0.8306010929	0.3526114963
1000	0.8308886972	0.3525609735
1001	0.8308886972	0.3525280963
1002	0.8310324993	0.352499005
1003	0.8310324993	0.3524186697
1004	0.8314639057	0.3523768859
